league,season,team,player,nation,pos,age,born,minutes,matches_played,starts,tm_matched_name,tm_match_score,market_value_eur,kmeans_label,gmm_label
FRA-Ligue 1,2324,Lyon,Nicolás Tagliafico,ARG,"DF,MF",30.0,1992.0,2123.0,25.0,25.0,Nicolás Tagliafico,100.0,8000000.0,3,1
FRA-Ligue 1,2324,Monaco,Takumi Minamino,JPN,MF,28.0,1995.0,2117.0,30.0,25.0,Takumi Minamino,100.0,20000000.0,2,3
FRA-Ligue 1,2324,Reims,Teddy Teuma,MLT,MF,29.0,1993.0,2113.0,28.0,25.0,Teddy Teuma,100.0,7000000.0,0,0
FRA-Ligue 1,2324,Lens,Jonathan Gradit,FRA,DF,30.0,1992.0,2112.0,26.0,26.0,Jonathan Gradit,100.0,4500000.0,3,1
FRA-Ligue 1,2324,Nice,Khéphren Thuram,FRA,MF,22.0,2001.0,2108.0,27.0,25.0,Khéphren Thuram,100.0,35000000.0,1,1
FRA-Ligue 1,2324,Le Havre,Daler Kuzyaev,RUS,MF,30.0,1993.0,2090.0,30.0,24.0,Daler Kuzyaev,100.0,8000000.0,3,0
FRA-Ligue 1,2324,Nantes,Florent Mollet,FRA,"MF,FW",31.0,1991.0,2083.0,29.0,24.0,Florent Mollet,100.0,1800000.0,0,0
FRA-Ligue 1,2324,Strasbourg,Emanuel Emegha,NED,FW,20.0,2003.0,2078.0,28.0,23.0,Emmanuel Emegha,96.55172413793105,12000000.0,2,3
FRA-Ligue 1,2324,Rennes,Warmed Omari,COM,DF,23.0,2000.0,2071.0,25.0,23.0,Warmed Omari,100.0,8000000.0,3,1
FRA-Ligue 1,2324,Marseille,Jonathan Clauss,FRA,"DF,MF",30.0,1992.0,2068.0,27.0,25.0,Jonathan Clauss,100.0,12000000.0,0,0
FRA-Ligue 1,2324,Rennes,Amine Gouiri,ALG,"FW,MF",23.0,2000.0,2067.0,31.0,24.0,Amine Gouiri,100.0,25000000.0,2,3
FRA-Ligue 1,2324,Lorient,Souleymane Touré,FRA,DF,20.0,2003.0,2051.0,24.0,23.0,,82.75862068965517,,1,1
FRA-Ligue 1,2324,Strasbourg,Thomas Delaine,FRA,"MF,DF",31.0,1992.0,2044.0,27.0,24.0,Thomas Delaine,100.0,1000000.0,3,0
FRA-Ligue 1,2324,Montpellier,Jordan Ferri,FRA,MF,31.0,1992.0,2031.0,30.0,23.0,Jordan Ferri,100.0,4500000.0,3,1
FRA-Ligue 1,2324,Brest,Mahdi Camara,FRA,MF,25.0,1998.0,2020.0,32.0,26.0,Mahdi Camara,100.0,10000000.0,0,0
FRA-Ligue 1,2324,Le Havre,Josué Casimir,HAI,"MF,FW",21.0,2001.0,2016.0,30.0,25.0,Josué Casimir,100.0,3000000.0,1,0
FRA-Ligue 1,2324,Nice,Pablo Rosario,DOM,"MF,DF",26.0,1997.0,2009.0,30.0,21.0,Pablo Rosario,100.0,8000000.0,1,2
FRA-Ligue 1,2324,Nantes,Mostafa Mohamed,EGY,FW,25.0,1997.0,2002.0,29.0,24.0,Mostafa Mohamed,100.0,10000000.0,2,3
FRA-Ligue 1,2324,Nice,Jeremie Boga,CIV,"FW,MF",26.0,1997.0,1998.0,28.0,24.0,Jérémie Boga,100.0,15000000.0,0,0
FRA-Ligue 1,2324,Nantes,Eray Cömert,SUI,DF,25.0,1998.0,1995.0,25.0,23.0,Eray Cömert,100.0,4000000.0,3,1
FRA-Ligue 1,2324,PSG,Danilo Pereira,POR,DF,31.0,1991.0,1995.0,26.0,22.0,Danilo Pereira,100.0,8000000.0,1,2
FRA-Ligue 1,2324,Lyon,Duje Ćaleta-Car,CRO,DF,26.0,1996.0,1993.0,24.0,22.0,Duje Caleta-Car,100.0,7000000.0,1,2
FRA-Ligue 1,2324,Lille,Nabil Bentaleb,ALG,MF,28.0,1994.0,1967.0,26.0,23.0,Nabil Bentaleb,100.0,10000000.0,1,2
FRA-Ligue 1,2324,Nice,Morgan Sanson,FRA,MF,28.0,1994.0,1964.0,29.0,24.0,Morgan Sanson,100.0,8000000.0,0,0
FRA-Ligue 1,2324,PSG,Warren Zaïre-Emery,FRA,"MF,DF",17.0,2006.0,1962.0,26.0,21.0,Warren Zaïre-Emery,100.0,60000000.0,3,1
FRA-Ligue 1,2324,Nice,Terem Moffi,NGA,FW,24.0,1999.0,1949.0,30.0,23.0,Terem Moffi,100.0,25000000.0,2,3
FRA-Ligue 1,2324,Toulouse,Cristian Cásseres Jr.,VEN,MF,23.0,2000.0,1946.0,32.0,23.0,Cristian Cásseres Jr.,100.0,4000000.0,1,1
FRA-Ligue 1,2324,Le Havre,Etienne Youte Kinkoue,FRA,DF,21.0,2002.0,1941.0,22.0,22.0,Étienne Youté Kinkoué,100.0,7000000.0,1,2
FRA-Ligue 1,2324,PSG,Manuel Ugarte,URU,MF,22.0,2001.0,1932.0,25.0,21.0,Manuel Ugarte,100.0,45000000.0,1,2
FRA-Ligue 1,2324,PSG,Achraf Hakimi,MAR,"DF,MF",24.0,1998.0,1932.0,25.0,20.0,Achraf Hakimi,100.0,60000000.0,0,0
FRA-Ligue 1,2324,Montpellier,Musa Al-Taamari,JOR,"MF,FW",26.0,1997.0,1928.0,27.0,24.0,Mousa Al-Tamari,93.33333333333331,8000000.0,0,0
FRA-Ligue 1,2324,Montpellier,Boubakar Kouyaté,MLI,DF,26.0,1997.0,1928.0,23.0,22.0,,70.0,,1,2
FRA-Ligue 1,2324,Rennes,Baptiste Santamaria,FRA,MF,28.0,1995.0,1926.0,30.0,22.0,Baptiste Santamaria,100.0,10000000.0,1,2
FRA-Ligue 1,2324,Lens,Ruben Aguilar,FRA,"MF,DF",30.0,1993.0,1922.0,25.0,22.0,Ruben Aguilar,100.0,5000000.0,1,0
FRA-Ligue 1,2324,Metz,Kévin Van Den Kerkhof,ALG,"MF,FW",27.0,1996.0,1913.0,29.0,21.0,Kevin Van Den Kerkhof,100.0,3000000.0,0,0
FRA-Ligue 1,2324,PSG,Lucas Hernández,FRA,DF,27.0,1996.0,1909.0,27.0,23.0,Lucas Hernández,100.0,40000000.0,3,1
FRA-Ligue 1,2324,Nice,Gaëtan Laborde,FRA,"FW,MF",29.0,1994.0,1906.0,34.0,22.0,Gaëtan Laborde,100.0,10000000.0,0,0
FRA-Ligue 1,2324,Brest,Martin Satriano,URU,"FW,MF",22.0,2001.0,1864.0,33.0,21.0,Martín Satriano,100.0,7000000.0,0,3
FRA-Ligue 1,2324,Clermont Foot,Jim Allevinah,GAB,MF,28.0,1995.0,1861.0,29.0,22.0,Jim Allevinah,100.0,2000000.0,0,0
FRA-Ligue 1,2324,Metz,Fali Candé,GNB,DF,25.0,1998.0,1849.0,25.0,20.0,Fali Candé,100.0,2500000.0,1,2
FRA-Ligue 1,2324,Le Havre,Yassine Kechta,MAR,MF,21.0,2002.0,1849.0,32.0,21.0,Yassine Kechta,100.0,5000000.0,3,1
FRA-Ligue 1,2324,Lyon,Ernest Nuamah,GHA,"FW,MF",19.0,2003.0,1838.0,29.0,21.0,Ernest Nuamah,100.0,18000000.0,0,3
FRA-Ligue 1,2324,Reims,Thomas Foket,BEL,"DF,MF",28.0,1994.0,1833.0,27.0,22.0,Thomas Foket,100.0,6000000.0,1,2
FRA-Ligue 1,2324,Metz,Maxime Colin,FRA,DF,31.0,1991.0,1832.0,22.0,22.0,Maxime Colin,100.0,900000.0,1,2
FRA-Ligue 1,2324,Reims,Thibault De Smet,BEL,"DF,MF",25.0,1998.0,1831.0,27.0,22.0,Thibault De Smet,100.0,4000000.0,1,2
FRA-Ligue 1,2324,Nantes,Moussa Sissoko,FRA,MF,33.0,1989.0,1821.0,26.0,21.0,Moussa Sissoko,100.0,1200000.0,1,2
FRA-Ligue 1,2324,Marseille,Amine Harit,MAR,MF,26.0,1997.0,1821.0,28.0,21.0,Amine Harit,100.0,15000000.0,0,0
FRA-Ligue 1,2324,Lorient,Julien Laporte,FRA,DF,29.0,1993.0,1818.0,23.0,20.0,Julien Laporte,100.0,2000000.0,1,2
FRA-Ligue 1,2324,Nice,Jordan Lotomba,SUI,"DF,MF",24.0,1998.0,1804.0,28.0,21.0,Jordan Lotomba,100.0,8000000.0,3,1
FRA-Ligue 1,2324,Strasbourg,Abakar Sylla,CIV,DF,20.0,2002.0,1792.0,22.0,19.0,Abakar Sylla,100.0,12000000.0,3,1
FRA-Ligue 1,2324,Nantes,Moses Simon,NGA,"MF,FW",28.0,1995.0,1788.0,22.0,21.0,Moses Simon,100.0,12000000.0,0,0
FRA-Ligue 1,2324,Nantes,Douglas,BRA,MF,26.0,1997.0,1772.0,25.0,22.0,Douglas Augusto,90.0,6000000.0,1,2
FRA-Ligue 1,2324,Brest,Steve Mounié,BEN,FW,28.0,1994.0,1769.0,32.0,20.0,Steve Mounié,100.0,6000000.0,2,3
FRA-Ligue 1,2324,Monaco,Guillermo Maripán,CHI,DF,29.0,1994.0,1767.0,23.0,21.0,Guillermo Maripán,100.0,10000000.0,3,1
FRA-Ligue 1,2324,Metz,Georges Mikautadze,GEO,FW,22.0,2000.0,1747.0,20.0,20.0,Georges Mikautadze,100.0,15000000.0,2,3
FRA-Ligue 1,2324,Reims,Joseph Okumu,KEN,DF,26.0,1997.0,1743.0,21.0,19.0,Joseph Okumu,100.0,9000000.0,1,1
FRA-Ligue 1,2324,Lyon,Corentin Tolisso,FRA,MF,28.0,1994.0,1741.0,25.0,21.0,Corentin Tolisso,100.0,5000000.0,0,0
FRA-Ligue 1,2324,Marseille,Samuel Gigot,FRA,DF,29.0,1993.0,1726.0,21.0,20.0,Samuel Gigot,100.0,9000000.0,3,1
FRA-Ligue 1,2324,Lyon,Rayan Cherki,FRA,"MF,FW",19.0,2003.0,1719.0,33.0,19.0,Rayan Cherki,100.0,25000000.0,0,0
FRA-Ligue 1,2324,Nice,Youssouf Ndayishimiye,BDI,"MF,DF",24.0,1998.0,1712.0,23.0,20.0,Youssouf Ndayishimiye,100.0,15000000.0,1,2
FRA-Ligue 1,2324,Lille,Bafodé Diakité,FRA,DF,22.0,2001.0,1696.0,21.0,19.0,Bafodé Diakité,100.0,18000000.0,3,0
FRA-Ligue 1,2324,Lens,Elye Wahi,CIV,FW,20.0,2003.0,1706.0,28.0,20.0,Elye Wahi,100.0,35000000.0,2,3
FRA-Ligue 1,2324,Monaco,Folarin Balogun,USA,FW,22.0,2001.0,1692.0,29.0,19.0,Folarin Balogun,100.0,30000000.0,2,3
FRA-Ligue 1,2324,Clermont Foot,Yohann Magnin,FRA,MF,26.0,1997.0,1687.0,31.0,17.0,Yohann Magnin,100.0,2000000.0,1,1
FRA-Ligue 1,2324,Clermont Foot,Maximiliano Caufriez,BEL,DF,26.0,1997.0,1659.0,20.0,20.0,Maximiliano Caufriez,100.0,2500000.0,1,2
FRA-Ligue 1,2324,Strasbourg,Ismaël Doukouré,FRA,"MF,DF",20.0,2003.0,1656.0,22.0,19.0,Ismaël Doukouré,100.0,10000000.0,1,2
FRA-Ligue 1,2324,Reims,Mohamed Daramy,DEN,"FW,MF",21.0,2002.0,1648.0,25.0,19.0,Mohamed Daramy,100.0,10000000.0,0,3
FRA-Ligue 1,2324,Strasbourg,Ibrahima Sissoko,MLI,MF,25.0,1997.0,1642.0,27.0,18.0,Ibrahima Sissoko,100.0,6000000.0,1,2
FRA-Ligue 1,2324,Monaco,Vanderson,BRA,"MF,DF",22.0,2001.0,1641.0,20.0,20.0,Vanderson,100.0,20000000.0,1,0
FRA-Ligue 1,2324,PSG,Milan Škriniar,SVK,DF,28.0,1995.0,1629.0,24.0,17.0,Milan Škriniar,100.0,30000000.0,1,2
FRA-Ligue 1,2324,Rennes,Désiré Doué,FRA,MF,18.0,2005.0,1626.0,31.0,17.0,Désiré Doué,100.0,30000000.0,0,0
FRA-Ligue 1,2324,Brest,Jérémy Le Douaron,FRA,"FW,MF",25.0,1998.0,1618.0,33.0,19.0,Jérémy Le Douaron,100.0,5000000.0,0,3
FRA-Ligue 1,2324,Marseille,Iliman Ndiaye,SEN,"FW,MF",23.0,2000.0,1618.0,30.0,19.0,Iliman Ndiaye,100.0,15000000.0,0,0
FRA-Ligue 1,2324,Metz,Christophe Hérelle,MTQ,DF,30.0,1992.0,1617.0,19.0,18.0,Christophe Hérelle,100.0,1500000.0,1,2
FRA-Ligue 1,2324,Monaco,Maghnes Akliouche,FRA,MF,21.0,2002.0,1613.0,28.0,18.0,Maghnes Akliouche,100.0,25000000.0,2,0
FRA-Ligue 1,2324,Nice,Hicham Boudaoui,ALG,MF,23.0,1999.0,1613.0,29.0,17.0,Hicham Boudaoui,100.0,9000000.0,3,0
FRA-Ligue 1,2324,Metz,Kévin N'Doram,FRA,MF,27.0,1996.0,1604.0,23.0,18.0,Kévin N'Doram,100.0,1500000.0,1,2
FRA-Ligue 1,2324,Toulouse,Aron Dønnum,NOR,"MF,FW",25.0,1998.0,1595.0,27.0,19.0,Aron Dønnum,100.0,3500000.0,1,3
FRA-Ligue 1,2324,Nantes,Nicolas Pallois,FRA,DF,35.0,1987.0,1589.0,23.0,17.0,Nicolas Pallois,100.0,600000.0,1,2
FRA-Ligue 1,2324,Reims,Oumar Diakité,CIV,FW,19.0,2003.0,1585.0,28.0,18.0,Oumar Diakité,100.0,6000000.0,2,3
FRA-Ligue 1,2324,Le Havre,Emmanuel Sabbi,USA,"MF,FW",25.0,1997.0,1584.0,30.0,18.0,Emmanuel Sabbi,100.0,2500000.0,3,0
FRA-Ligue 1,2324,Le Havre,Yoann Salmier,GUF,DF,30.0,1992.0,1568.0,20.0,18.0,Yoann Salmier,100.0,1500000.0,3,1
FRA-Ligue 1,2324,Lens,Neil El Aynaoui,MAR,MF,22.0,2001.0,1566.0,25.0,17.0,Neil El Aynaoui,100.0,8000000.0,1,1
FRA-Ligue 1,2324,Rennes,Ludovic Blas,FRA,"MF,FW",25.0,1997.0,1563.0,29.0,18.0,Ludovic Blas,100.0,15000000.0,0,3
FRA-Ligue 1,2324,Le Havre,Loïc Nego,HUN,"MF,DF",32.0,1991.0,1561.0,28.0,18.0,Loïc Nego,100.0,900000.0,1,2
FRA-Ligue 1,2324,Nice,Evann Guessand,CIV,FW,22.0,2001.0,1553.0,34.0,14.0,Evann Guessand,100.0,8000000.0,2,0
FRA-Ligue 1,2324,Toulouse,Mikkel Desler,DEN,"DF,MF",28.0,1995.0,1544.0,24.0,19.0,Mikkel Desler,100.0,3000000.0,1,2
FRA-Ligue 1,2324,PSG,Marquinhos,BRA,DF,29.0,1994.0,1537.0,21.0,18.0,Marquinhos,100.0,50000000.0,1,2
FRA-Ligue 1,2324,Rennes,Martin Terrier,FRA,"FW,MF",26.0,1997.0,1527.0,24.0,19.0,Martin Terrier,100.0,20000000.0,2,3
FRA-Ligue 1,2324,Rennes,Enzo Le Fée,FRA,MF,23.0,2000.0,1527.0,25.0,19.0,Enzo Le Fée,100.0,18000000.0,1,2
FRA-Ligue 1,2324,Lens,Salis Abdul Samed,GHA,MF,23.0,2000.0,1519.0,27.0,17.0,Salis Abdul Samed,100.0,8000000.0,1,2
FRA-Ligue 1,2324,Toulouse,Stijn Spierings,NED,MF,27.0,1996.0,1634.0,26.0,17.0,Stijn Spierings,100.0,4500000.0,1,2
FRA-Ligue 1,2324,Lorient,Théo Le Bris,FRA,MF,20.0,2002.0,1516.0,26.0,15.0,Théo Le Bris,100.0,2000000.0,1,2
FRA-Ligue 1,2324,PSG,Ousmane Dembélé,FRA,"FW,MF",26.0,1997.0,1506.0,26.0,17.0,Ousmane Dembélé,100.0,60000000.0,0,0
FRA-Ligue 1,2324,Lens,David Costa,POR,MF,22.0,2001.0,1494.0,25.0,17.0,David Da Costa,95.0,8000000.0,0,0
FRA-Ligue 1,2324,Clermont Foot,Shamar Nicholson,JAM,FW,26.0,1997.0,1484.0,26.0,17.0,Shamar Nicholson,100.0,5000000.0,2,3
FRA-Ligue 1,2324,Nantes,Marcus Coco,FRA,"MF,DF",27.0,1996.0,1481.0,28.0,18.0,Marcus Coco,100.0,1500000.0,1,0
FRA-Ligue 1,2324,Lille,Rémy Cabella,FRA,"MF,FW",33.0,1990.0,1477.0,30.0,14.0,Rémy Cabella,100.0,3500000.0,0,0
FRA-Ligue 1,2324,Monaco,Ismail Jakobs,SEN,"MF,DF",23.0,1999.0,1466.0,22.0,16.0,Ismail Jakobs,100.0,8000000.0,1,0
FRA-Ligue 1,2324,PSG,Lee Kang-in,KOR,"MF,FW",22.0,2001.0,1464.0,23.0,18.0,Kang-in Lee,95.0,25000000.0,0,0
FRA-Ligue 1,2324,Marseille,Geoffrey Kondogbia,CTA,MF,30.0,1993.0,1463.0,26.0,15.0,Geoffrey Kondogbia,100.0,12000000.0,1,2
FRA-Ligue 1,2324,Montpellier,Issiaga Sylla,GUI,"DF,MF",29.0,1994.0,1455.0,19.0,17.0,Issiaga Sylla,100.0,2500000.0,1,0
FRA-Ligue 1,2324,Lorient,Romain Faivre,FRA,MF,25.0,1998.0,1494.0,22.0,16.0,Romain Faivre,100.0,15000000.0,0,0
FRA-Ligue 1,2324,Strasbourg,Junior Mwanga,FRA,"MF,FW",20.0,2003.0,1450.0,22.0,17.0,Junior Mwanga,100.0,7000000.0,1,1
FRA-Ligue 1,2324,Rennes,Jeanuël Belocian,FRA,DF,18.0,2005.0,1448.0,23.0,16.0,Jeanuël Belocian,100.0,10000000.0,1,2
FRA-Ligue 1,2324,Marseille,Ismaila Sarr,SEN,"MF,FW",25.0,1998.0,1447.0,23.0,15.0,Ismaïla Sarr,100.0,18000000.0,0,0
FRA-Ligue 1,2324,Toulouse,Frank Magri,CMR,"FW,MF",23.0,1999.0,1438.0,29.0,14.0,Frank Magri,100.0,3000000.0,2,3
FRA-Ligue 1,2324,Lyon,Ainsley Maitland-Niles,ENG,"DF,MF",25.0,1997.0,1432.0,23.0,16.0,Ainsley Maitland-Niles,100.0,9000000.0,1,0
FRA-Ligue 1,2324,PSG,Gonçalo Ramos,POR,FW,22.0,2001.0,1419.0,29.0,16.0,Gonçalo Ramos,100.0,50000000.0,2,3
FRA-Ligue 1,2324,Toulouse,Moussa Diarra,MLI,DF,22.0,2000.0,1397.0,22.0,15.0,Moussa Diarra,100.0,2000000.0,3,1
FRA-Ligue 1,2324,Le Havre,Mohamed Lamine Bayo,GUI,FW,25.0,1998.0,1389.0,22.0,16.0,Lamine Diack,85.5,1200000.0,2,3
FRA-Ligue 1,2324,Rennes,Christopher Wooh,CMR,DF,21.0,2001.0,1388.0,18.0,15.0,Christopher Wooh,100.0,6000000.0,3,1
FRA-Ligue 1,2324,Reims,Azor Matusiwa,NED,MF,25.0,1998.0,2179.0,28.0,25.0,Azor Matusiwa,100.0,12000000.0,1,1
FRA-Ligue 1,2324,Montpellier,Falaye Sacko,MLI,DF,28.0,1995.0,1382.0,19.0,15.0,Falaye Sacko,100.0,4000000.0,1,2
FRA-Ligue 1,2324,Reims,Keito Nakamura,JPN,"FW,MF",23.0,2000.0,1381.0,25.0,17.0,Keito Nakamura,100.0,9000000.0,0,3
FRA-Ligue 1,2324,Metz,Cheikh Tidiane Sabaly,SEN,"MF,FW",24.0,1999.0,1379.0,29.0,17.0,Tidiane Diallo,85.5,,3,0
FRA-Ligue 1,2324,Lens,Angelo Fulgini,NCL,MF,26.0,1996.0,1376.0,29.0,16.0,Angelo Fulgini,100.0,7000000.0,0,0
FRA-Ligue 1,2324,PSG,Bradley Barcola,FRA,"FW,MF",20.0,2002.0,1640.0,28.0,21.0,Bradley Barcola,100.0,50000000.0,0,0
FRA-Ligue 1,2324,Reims,Reda Khadra,GER,"MF,FW",22.0,2001.0,1368.0,29.0,14.0,Reda Khadra,100.0,3000000.0,0,0
FRA-Ligue 1,2324,Reims,Amir Richardson,MAR,MF,21.0,2002.0,1352.0,28.0,14.0,Amir Richardson,100.0,6000000.0,3,1
FRA-Ligue 1,2324,Nantes,Jean-Kevin Duverne,HAI,DF,26.0,1997.0,1348.0,19.0,15.0,Jean-Kévin Duverne,100.0,3500000.0,1,2
FRA-Ligue 1,2324,Monaco,Soungoutou Magassa,FRA,DF,19.0,2003.0,1346.0,21.0,15.0,Soungoutou Magassa,100.0,8000000.0,1,2
FRA-Ligue 1,2324,Strasbourg,Kévin Gameiro,FRA,"FW,MF",36.0,1987.0,1346.0,27.0,15.0,Kévin Gameiro,100.0,700000.0,0,0
FRA-Ligue 1,2324,Monaco,Thilo Kehrer,GER,DF,26.0,1996.0,1345.0,19.0,15.0,Thilo Kehrer,100.0,10000000.0,1,1
FRA-Ligue 1,2324,Lorient,Tiemoué Bakayoko,FRA,MF,28.0,1994.0,1314.0,20.0,15.0,Tiemoué Bakayoko,100.0,2000000.0,3,1
FRA-Ligue 1,2324,Lens,Andy Diouf,FRA,MF,20.0,2003.0,1314.0,25.0,16.0,Andy Diouf,100.0,9000000.0,0,0
FRA-Ligue 1,2324,Lille,Yusuf Yazıcı,TUR,"MF,FW",26.0,1997.0,1312.0,27.0,16.0,Yusuf Yazıcı,100.0,10000000.0,2,3
FRA-Ligue 1,2324,Clermont Foot,Maxime Gonalons,FRA,MF,34.0,1989.0,1296.0,21.0,17.0,Maxime Gonalons,100.0,700000.0,1,1
FRA-Ligue 1,2324,Lille,Hákon Haraldsson,ISL,"MF,FW",20.0,2003.0,1284.0,26.0,15.0,Hákon Arnar Haraldsson,95.0,9000000.0,3,0
FRA-Ligue 1,2324,Nantes,Quentin Merlin,FRA,"MF,DF",21.0,2002.0,1986.0,26.0,23.0,Quentin Merlin,100.0,10000000.0,1,2
FRA-Ligue 1,2324,Clermont Foot,Habib Keita,MLI,MF,21.0,2002.0,1278.0,27.0,12.0,Habib Keïta,100.0,1000000.0,1,0
FRA-Ligue 1,2324,Toulouse,Niklas Schmidt,GER,MF,25.0,1998.0,1269.0,22.0,15.0,Niklas Schmidt,100.0,3000000.0,0,0
FRA-Ligue 1,2324,PSG,Randal Kolo Muani,FRA,"FW,MF",24.0,1998.0,1421.0,28.0,15.0,Randal Kolo Muani,100.0,45000000.0,2,3
FRA-Ligue 1,2324,Lille,Gabriel Gudmundsson,SWE,"MF,DF",24.0,1999.0,1267.0,25.0,14.0,Gabriel Gudmundsson,100.0,5000000.0,1,0
FRA-Ligue 1,2324,Lorient,Formose Mendy,SEN,DF,22.0,2001.0,1256.0,18.0,13.0,Formose Mendy,100.0,4500000.0,1,2
FRA-Ligue 1,2324,Lyon,Nemanja Matić,SRB,MF,34.0,1988.0,2281.0,28.0,26.0,Nemanja Matić,100.0,3000000.0,1,2
FRA-Ligue 1,2324,Montpellier,Arnaud Nordin,FRA,"MF,FW",25.0,1998.0,1246.0,20.0,15.0,Arnaud Nordin,100.0,8000000.0,2,0
FRA-Ligue 1,2324,Lorient,Nathaniel Adjei,GHA,DF,20.0,2002.0,1243.0,15.0,14.0,Nathaniel Adjei,100.0,2500000.0,1,2
FRA-Ligue 1,2324,Marseille,Renan Lodi,BRA,"DF,MF",25.0,1998.0,1235.0,14.0,14.0,Renan Lodi,100.0,18000000.0,1,2
FRA-Ligue 1,2324,Rennes,Guéla Doué,CIV,DF,20.0,2002.0,1234.0,24.0,13.0,Guéla Doué,100.0,7000000.0,1,2
FRA-Ligue 1,2324,Montpellier,Christopher Jullien,FRA,DF,30.0,1993.0,1233.0,20.0,13.0,Christopher Jullien,100.0,2500000.0,3,1
FRA-Ligue 1,2324,Clermont Foot,Mehdi Zeffane,ALG,"MF,DF",31.0,1992.0,1231.0,23.0,15.0,Mehdi Zeffane,100.0,500000.0,1,2
FRA-Ligue 1,2324,Marseille,Azzedine Ounahi,MAR,MF,23.0,2000.0,1209.0,21.0,15.0,Azzedine Ounahi,100.0,12000000.0,3,0
FRA-Ligue 1,2324,Brest,Jonas Martin,FRA,MF,33.0,1990.0,1208.0,31.0,9.0,Jonas Martin,100.0,1000000.0,1,2
FRA-Ligue 1,2324,Monaco,Krépin Diatta,SEN,"MF,DF",24.0,1999.0,1206.0,26.0,12.0,Krépin Diatta,100.0,12000000.0,1,2
FRA-Ligue 1,2324,PSG,Fabián Ruiz Peña,ESP,MF,27.0,1996.0,1197.0,21.0,14.0,Fabián Ruiz,95.0,30000000.0,1,0
FRA-Ligue 1,2324,Toulouse,Yann Gboho,FRA,"MF,FW",22.0,2001.0,1193.0,16.0,13.0,Yann Gboho,100.0,4000000.0,0,0
FRA-Ligue 1,2324,Lens,Adrien Thomasson,FRA,MF,29.0,1993.0,1193.0,29.0,13.0,Adrien Thomasson,100.0,5000000.0,0,0
FRA-Ligue 1,2324,Brest,Mathias Pereira Lage,POR,"MF,FW",26.0,1996.0,1187.0,30.0,12.0,Mathias Pereira Lage,100.0,2500000.0,0,0
FRA-Ligue 1,2324,Toulouse,Warren Kamanzi,NOR,"MF,DF",22.0,2000.0,1187.0,24.0,12.0,Warren Kamanzi,100.0,2000000.0,1,2
FRA-Ligue 1,2324,Clermont Foot,Chrislain Matsima,FRA,DF,21.0,2002.0,1478.0,20.0,16.0,Chrislain Matsima,100.0,7000000.0,3,1
FRA-Ligue 1,2324,Clermont Foot,Elba Rashani,KVX,"MF,FW",30.0,1993.0,1175.0,24.0,14.0,Elbasan Rashani,88.88888888888889,1500000.0,3,0
FRA-Ligue 1,2324,Lorient,Darlin Yongwa,CMR,"MF,DF",22.0,2000.0,1159.0,22.0,11.0,Darlin Yongwa,100.0,1500000.0,0,0
FRA-Ligue 1,2324,Lorient,Mohamed Bamba,CIV,FW,21.0,2001.0,1138.0,16.0,14.0,Mohamed Bamba,100.0,6000000.0,2,3
FRA-Ligue 1,2324,Montpellier,Wahbi Khazri,TUN,"MF,FW",32.0,1991.0,1131.0,25.0,13.0,Wahbi Khazri,100.0,1800000.0,0,0
FRA-Ligue 1,2324,Clermont Foot,Alidu Seidu,GHA,DF,23.0,2000.0,1724.0,25.0,20.0,Alidu Seidu,100.0,9000000.0,1,2
FRA-Ligue 1,2324,Montpellier,Enzo Tchato,CMR,DF,20.0,2002.0,1125.0,17.0,11.0,Enzo Tchato,100.0,2500000.0,1,2
FRA-Ligue 1,2324,Lens,Deiver Machado,COL,MF,29.0,1993.0,1124.0,19.0,13.0,Deiver Machado,100.0,4000000.0,3,0
FRA-Ligue 1,2324,Toulouse,Christian Mawissa,FRA,"DF,MF",18.0,2005.0,1118.0,17.0,12.0,Christian Mawissa,100.0,9000000.0,3,1
FRA-Ligue 1,2324,PSG,Marco Asensio,ESP,"MF,FW",27.0,1996.0,1113.0,19.0,13.0,Marco Asensio,100.0,20000000.0,0,0
FRA-Ligue 1,2324,Nantes,Samuel Moutoussamy,COD,MF,26.0,1996.0,1107.0,26.0,11.0,Samuel Moutoussamy,100.0,3000000.0,1,1
FRA-Ligue 1,2324,Le Havre,André Ayew,GHA,"FW,MF",33.0,1989.0,1104.0,19.0,12.0,André Ayew,100.0,1000000.0,2,3
FRA-Ligue 1,2324,Strasbourg,Ângelo,BRA,"MF,FW",18.0,2004.0,1094.0,21.0,11.0,Ângelo,100.0,15000000.0,0,2
FRA-Ligue 1,2324,Strasbourg,Gerzino Nyamsi,CMR,DF,26.0,1997.0,1092.0,13.0,13.0,Gerzino Nyamsi,100.0,4500000.0,1,2
FRA-Ligue 1,2324,PSG,Carlos Soler,ESP,"MF,DF",26.0,1997.0,1090.0,24.0,12.0,Carlos Soler,100.0,20000000.0,0,0
FRA-Ligue 1,2324,Lorient,Eli Junior Kroupi,FRA,FW,17.0,2006.0,1084.0,30.0,11.0,Junior Kroupi,95.0,15000000.0,2,3
FRA-Ligue 1,2324,Clermont Foot,Cheick Konaté,MLI,"MF,DF",19.0,2004.0,1068.0,19.0,12.0,Cheick Oumar Konaté,95.0,1500000.0,1,0
FRA-Ligue 1,2324,Montpellier,Modibo Sagnan,MLI,DF,24.0,1999.0,1054.0,13.0,12.0,Modibo Sagnan,100.0,3000000.0,3,1
