league,season,team,player,nation,pos,age,born,tm_position,position_family,minutes,matches_played,starts,goals_p90,assists_p90,goals_assists_p90,non_penalty_goals_p90,np_goals_assists_p90,shots_p90,shots_on_target_p90,shots_on_target_pct,goals_per_shot,goals_per_shot_on_target,interceptions_p90,tackles_won_p90,fouls_committed_p90,fouls_drawn_p90,crosses_p90,offsides_p90,attacking_index,creativity_index,defensive_index,discipline_index,tm_matched_name,tm_match_score,market_value_eur
ESP-La Liga,2324,Celta Vigo,Óscar Mingueza,ESP,"DF,MF",24.0,1999.0,Right-Back,Full-Back,2998.0,38.0,33.0,0.0600400266844563,0.0600400266844563,0.1200800533689126,0.0600400266844563,0.1200800533689126,0.8405603735823883,0.3902601734489659,46.42857142857143,0.0714285714285714,0.1538461538461538,0.5703802535023349,1.1407605070046698,0.6304202801867912,1.3208805870580387,4.503002001334223,0.030020013342228154,0.5403602401601068,1.4109406270847231,1.7111407605070048,0.6904603068712475,Óscar Mingueza,100.0,8000000.0
ESP-La Liga,2324,Barcelona,İlkay Gündoğan,GER,MF,32.0,1990.0,Central Midfield,Central Midfield,2994.0,36.0,33.0,0.1503006012024048,0.2705410821643286,0.4208416833667335,0.1202404809619238,0.3907815631262525,1.2925851703406814,0.5110220440881764,39.53488372093023,0.1162790697674418,0.2941176470588235,0.6012024048096193,0.6012024048096193,0.4809619238476954,1.2625250501002003,4.719438877755511,0.18036072144288579,1.0671342685370742,1.6863727454909818,1.2024048096192386,0.7815631262525049,İlkay Gündoğan,100.0,15000000.0
ESP-La Liga,2324,Granada,Ignasi Miquel,ESP,DF,30.0,1992.0,Centre-Back,Centre-Back,2992.0,34.0,33.0,0.0300802139037433,0.0300802139037433,0.0601604278074866,0.0300802139037433,0.0601604278074866,0.6617647058823529,0.2406417112299465,36.36363636363637,0.0454545454545454,0.125,1.3836898395721924,0.9625668449197861,0.9625668449197861,0.7820855614973261,0.09024064171122993,0.0,0.39104278074866305,0.05715240641711228,2.3462566844919786,-0.18048128342245995,Ignasi Miquel,100.0,1200000.0
ESP-La Liga,2324,Valencia,Hugo Duro,ESP,FW,23.0,1999.0,Centre-Forward,Forward,2976.0,37.0,35.0,0.3931451612903225,0.0604838709677419,0.4536290322580644,0.3931451612903225,0.4536290322580644,1.995967741935484,0.877016129032258,43.93939393939394,0.1969696969696969,0.4482758620689655,0.18145161290322578,0.24193548387096772,1.2399193548387095,2.8729838709677415,0.21169354838709675,0.5141129032258064,1.4516129032258065,0.12399193548387091,0.4233870967741935,1.633064516129032,Hugo Duro,100.0,16000000.0
ESP-La Liga,2324,Girona,Sávio,BRA,"MF,FW",19.0,2004.0,,,2976.0,37.0,35.0,0.2721774193548387,0.3024193548387096,0.5745967741935484,0.2721774193548387,0.5745967741935484,1.3608870967741935,0.6048387096774193,44.44444444444444,0.2,0.45,0.6048387096774193,0.7862903225806451,0.9072580645161289,1.9959677419354838,3.6895161290322576,0.48387096774193544,1.255040322580645,1.4092741935483868,1.3911290322580645,1.088709677419355,,83.33333333333334,
ESP-La Liga,2324,Girona,Daley Blind,NED,DF,33.0,1990.0,Centre-Back,Centre-Back,2972.0,34.0,33.0,0.0302826379542395,0.0605652759084791,0.0908479138627187,0.0302826379542395,0.0908479138627187,0.5148048452220726,0.1816958277254374,35.294117647058826,0.0588235294117647,0.1666666666666666,0.5753701211305517,0.6359353970390309,0.5753701211305517,0.3633916554508748,0.48452220726783307,0.0,0.34825033647375503,0.20592193808882903,1.2113055181695827,-0.21197846567967693,Daley Blind,100.0,3000000.0
ESP-La Liga,2324,Alavés,Ander Guevara,ESP,MF,26.0,1997.0,Central Midfield,Central Midfield,2932.0,37.0,33.0,0.0306957708049113,0.0,0.0306957708049113,0.0306957708049113,0.0306957708049113,0.4911323328785812,0.0920873124147339,18.75,0.0625,0.3333333333333333,0.4297407912687585,1.043656207366985,1.504092769440655,0.9208731241473398,0.30695770804911326,0.0,0.2762619372442019,0.09208731241473397,1.4733969986357436,-0.5832196452933152,Ander Guevara,100.0,5000000.0
ESP-La Liga,2324,Real Madrid,Federico Valverde,URU,MF,25.0,1998.0,Central Midfield,Central Midfield,2904.0,37.0,33.0,0.0619834710743801,0.2169421487603305,0.2789256198347107,0.0619834710743801,0.2789256198347107,1.7355371900826446,0.5888429752066116,33.92857142857143,0.0357142857142857,0.1052631578947368,1.3326446280991735,1.084710743801653,0.5888429752066116,0.46487603305785125,0.9917355371900827,0.0,1.146694214876033,0.5144628099173553,2.4173553719008263,-0.1239669421487603,Federico Valverde,100.0,120000000.0
ESP-La Liga,2324,Barcelona,Jules Koundé,FRA,DF,24.0,1998.0,Right-Back,Full-Back,2899.0,35.0,32.0,0.0310451879958606,0.0620903759917212,0.0931355639875819,0.0310451879958606,0.0931355639875819,0.7450845119006555,0.2173163159710245,29.166666666666668,0.0416666666666666,0.1428571428571428,0.8692652638840981,0.7450845119006555,0.7140393239047949,0.4967230079337703,1.0865815798551226,0.062090375991721285,0.46567781993790963,0.38806484994825796,1.6143497757847536,-0.21731631597102458,Jules Koundé,100.0,45000000.0
ESP-La Liga,2324,Athletic Club,Daniel Vivian,ESP,DF,24.0,1999.0,Centre-Back,Centre-Back,2878.0,33.0,31.0,0.0,0.0,0.0,0.0,0.0,0.3439888811674774,0.0312717164697706,9.090909090909092,0.0,0.0,0.9068797776233496,0.9068797776233496,1.1570535093815149,0.8130646282140376,0.15635858234885336,0.03127171646977067,0.1719944405837387,0.04690757470465601,1.8137595552466992,-0.3439888811674773,Dani Vivian,91.66666666666666,25000000.0
ESP-La Liga,2324,Rayo Vallecano,Iván Balliu,ALB,DF,31.0,1992.0,Right-Back,Full-Back,2873.0,33.0,32.0,0.0,0.0313261399234249,0.0313261399234249,0.0,0.0313261399234249,0.3445875391576749,0.1253045596936999,36.36363636363637,0.0,0.0,0.8771319178558998,0.9711103376261748,1.2843717368604246,0.9397841977027498,2.1615036547163244,0.25060911938739994,0.20361990950226236,0.6797772363383222,1.8482422554820745,-0.3445875391576748,Iván Balliu,100.0,2000000.0
ESP-La Liga,2324,Sevilla,Lucas Ocampos,ARG,"MF,FW",29.0,1994.0,Left Winger,Winger,2871.0,35.0,34.0,0.1253918495297805,0.0940438871473354,0.219435736677116,0.0940438871473354,0.1880877742946708,2.0062695924764893,0.7523510971786834,37.5,0.0625,0.1666666666666666,0.6269592476489029,1.4733542319749218,1.0031347962382446,2.2257053291536053,3.824451410658307,0.25078369905956116,1.2225705329153607,1.2413793103448276,2.1003134796238245,1.2225705329153607,Lucas Ocampos,100.0,9000000.0
ESP-La Liga,2324,Celta Vigo,Jørgen Strand Larsen,NOR,FW,23.0,2000.0,Centre-Forward,Forward,2863.0,37.0,36.0,0.4086622424030737,0.0943066713237862,0.5029689137268599,0.4086622424030737,0.5029689137268599,2.5777156828501573,1.1002444987775062,42.68292682926829,0.1585365853658536,0.3714285714285714,0.15717778553964373,0.34579112818721625,2.0118756549074397,1.5089067411805799,0.5972755850506462,0.6601466992665037,1.7918267551519387,0.2734893468389801,0.50296891372686,-0.5029689137268598,Jørgen Strand Larsen,100.0,25000000.0
ESP-La Liga,2324,Alavés,Andoni Gorosabel,ESP,DF,26.0,1996.0,Right-Back,Full-Back,2854.0,36.0,33.0,0.0315346881569726,0.0,0.0315346881569726,0.0315346881569726,0.0315346881569726,0.47302032235459,0.189208128941836,40.0,0.0666666666666666,0.1666666666666666,0.7883672039243167,1.2613875262789067,0.9145059565522073,1.2929222144358794,2.6173791170287317,0.0,0.2680448493342676,0.7852137351086195,2.0497547302032233,0.37841625788367206,Andoni Gorosabel,100.0,5000000.0
ESP-La Liga,2324,Athletic Club,Iñaki Williams,GHA,MF,29.0,1994.0,Right Winger,Winger,2844.0,34.0,32.0,0.3797468354430379,0.0949367088607594,0.4746835443037974,0.3797468354430379,0.4746835443037974,2.943037974683544,1.360759493670886,46.236559139784944,0.1290322580645161,0.2790697674418604,0.4113924050632911,0.5696202531645569,1.0126582278481011,1.4240506329113924,3.481012658227848,0.7911392405063291,1.9462025316455693,1.1392405063291138,0.981012658227848,0.41139240506329133,Iñaki Williams,100.0,25000000.0
ESP-La Liga,2324,Las Palmas,Sergi Cardona,ESP,DF,24.0,1999.0,Left-Back,Full-Back,2814.0,35.0,30.0,0.0319829424307036,0.0639658848614072,0.0959488272921108,0.0319829424307036,0.0959488272921108,0.8315565031982942,0.1599147121535181,19.23076923076923,0.0384615384615384,0.2,1.439232409381663,1.8550106609808104,1.6631130063965884,1.886993603411514,2.8464818763326227,0.15991471215351813,0.5117270788912579,0.917910447761194,3.2942430703624734,0.22388059701492558,Sergi Cardona,100.0,6000000.0
ESP-La Liga,2324,Celta Vigo,Unai Núñez,ESP,DF,26.0,1997.0,Centre-Back,Centre-Back,2801.0,34.0,31.0,0.0321313816494109,0.0,0.0321313816494109,0.0321313816494109,0.0321313816494109,0.7068903962870403,0.1606569082470546,22.727272727272727,0.0454545454545454,0.2,1.5744377008211352,0.9639414494823277,1.188861121028204,0.7711531595858622,0.06426276329882184,0.0,0.38557657979293103,0.019278828989646554,2.538379150303463,-0.4177079614423419,Unai Núñez,100.0,7000000.0
ESP-La Liga,2324,Rayo Vallecano,Isaac Palazón Camacho,ESP,MF,28.0,1994.0,Centre-Forward,Forward,2791.0,37.0,34.0,0.1289860265137943,0.0322465066284485,0.1612325331422429,0.0644930132568971,0.0967395198853457,2.321748477248298,1.0641347187388033,45.833333333333336,0.0555555555555555,0.1212121212121212,0.6126836259405231,0.9029021855965603,1.0318882121103548,2.4507345037620922,4.192045861698316,0.32246506628448585,1.322106771766392,1.2898602651379432,1.5155858115370835,1.4188462916517375,Isaac Romero,85.5,18000000.0
ESP-La Liga,2324,Atlético Madrid,Axel Witsel,BEL,DF,34.0,1989.0,Defensive Midfield,Defensive Midfield,2783.0,35.0,30.0,0.0646784045993532,0.0,0.0646784045993532,0.0646784045993532,0.0646784045993532,0.2263744160977362,0.0970176068990298,42.857142857142854,0.2857142857142857,0.6666666666666666,0.5174272367948257,0.6791232482932088,0.7761408551922386,0.905497664390945,0.12935680919870643,0.0,0.17786561264822132,0.03880704275961193,1.1965504850880344,0.1293568091987064,Axel Witsel,100.0,3500000.0
ESP-La Liga,2324,Real Betis,Germán Pezzella,ARG,DF,32.0,1991.0,Centre-Back,Centre-Back,2767.0,32.0,32.0,0.0325262016624503,0.0,0.0325262016624503,0.0325262016624503,0.0325262016624503,0.748102638236357,0.1626310083122515,21.73913043478261,0.0434782608695652,0.2,1.0408384531984098,0.7806288398988074,0.7155764365739068,0.422840621611854,0.06505240332490062,0.19515720997470185,0.4065775207806288,0.019515720997470183,1.8214672930972173,-0.2927358149620528,Germán Pezzella,100.0,3000000.0
ESP-La Liga,2324,Barcelona,Robert Lewandowski,POL,FW,34.0,1988.0,Centre-Forward,Forward,2750.0,35.0,32.0,0.6218181818181818,0.2618181818181818,0.8836363636363636,0.4909090909090909,0.7527272727272727,3.0436363636363635,1.4072727272727272,46.236559139784944,0.2043010752688172,0.4418604651162791,0.29454545454545455,0.1309090909090909,0.7527272727272727,1.7999999999999998,0.5890909090909091,0.7854545454545454,2.4054545454545453,0.4385454545454545,0.4254545454545454,1.0472727272727271,Robert Lewandowski,100.0,15000000.0
ESP-La Liga,2324,Girona,Iván Martín,ESP,MF,24.0,1999.0,Central Midfield,Central Midfield,2729.0,36.0,33.0,0.1648955661414437,0.1319164529131549,0.2968120190545987,0.1648955661414437,0.2968120190545987,0.6266031513374862,0.3627702455111762,57.89473684210526,0.2631578947368421,0.4545454545454545,0.7585196042506412,0.8244778307072187,0.8904360571637963,1.1212898497618176,0.3297911322828875,0.13191645291315499,0.6101135947233418,0.23085379259802113,1.58299743495786,0.2308537925980213,Iván Martín,100.0,15000000.0
ESP-La Liga,2324,Real Madrid,Antonio Rüdiger,GER,DF,30.0,1993.0,Centre-Back,Centre-Back,2709.0,33.0,30.0,0.0332225913621262,0.0,0.0332225913621262,0.0332225913621262,0.0332225913621262,0.6312292358803986,0.0664451827242524,10.526315789473683,0.0526315789473684,0.5,0.39867109634551495,0.5647840531561461,0.8637873754152824,0.16611295681063123,0.13289036544850497,0.03322259136212624,0.3488372093023255,0.039867109634551486,0.963455149501661,-0.6976744186046512,Antonio Rüdiger,100.0,25000000.0
ESP-La Liga,2324,Celta Vigo,Iago Aspas,ESP,FW,35.0,1987.0,Centre-Forward,Forward,2707.0,35.0,31.0,0.2992242334687846,0.3324713705208718,0.6316956039896564,0.199482822312523,0.5319541928333948,2.5932766900628,0.930919837458441,35.8974358974359,0.1153846153846153,0.3214285714285714,0.2659770964166974,0.19948282231252307,0.6316956039896564,1.9615810860731435,4.9538234207609895,0.39896564462504613,1.9283339490210565,1.8186183967491685,0.4654599187292205,1.3298854820834871,Iago Aspas,100.0,3000000.0
ESP-La Liga,2324,Athletic Club,Aitor Paredes,ESP,DF,23.0,2000.0,Centre-Back,Centre-Back,2704.0,34.0,31.0,0.033284023668639,0.0,0.033284023668639,0.033284023668639,0.033284023668639,0.4326923076923077,0.0998520710059171,23.076923076923077,0.0769230769230769,0.3333333333333333,1.0318047337278107,0.3994082840236686,1.231508875739645,0.3661242603550296,0.03328402366863906,0.0,0.24963017751479286,0.009985207100591717,1.4312130177514792,-0.8653846153846154,Aitor Paredes,100.0,22000000.0
ESP-La Liga,2324,Rayo Vallecano,Óscar Valentín,ESP,MF,28.0,1994.0,Central Midfield,Central Midfield,2692.0,34.0,32.0,0.0334323922734026,0.0,0.0334323922734026,0.0334323922734026,0.0334323922734026,0.5014858841010401,0.2340267459138187,46.666666666666664,0.0666666666666666,0.1428571428571428,1.1701337295690937,2.139673105497771,2.574294205052006,1.437592867756315,0.20059435364041606,0.0,0.28417533432392267,0.060178306092124816,3.3098068350668646,-1.1367013372956911,Óscar Valentín,100.0,4000000.0
ESP-La Liga,2324,Alavés,Jon Guridi,ESP,MF,28.0,1995.0,Central Midfield,Central Midfield,2678.0,36.0,34.0,0.1008215085884988,0.1344286781179985,0.2352501867064974,0.1008215085884988,0.2352501867064974,1.2098581030619866,0.268857356235997,22.22222222222222,0.0833333333333333,0.375,0.6385362210604929,0.806572068707991,0.7393577296489917,1.0082150858849888,0.7057505601194921,0.06721433905899925,0.8401792382374906,0.34615384615384615,1.445108289768484,0.26885735623599705,Jon Guridi,100.0,4000000.0
ESP-La Liga,2324,Granada,Gerard Gumbau,ESP,MF,28.0,1994.0,Defensive Midfield,Defensive Midfield,2674.0,35.0,31.0,0.0,0.1009723261032161,0.1009723261032161,0.0,0.1009723261032161,1.5145848915482425,0.3029169783096485,20.0,0.0,0.0,0.87509349289454,1.1106955871353776,2.086761406133134,0.87509349289454,5.048616305160808,0.0,0.8582647718773373,1.6155572176514583,1.9857890800299176,-1.211667913238594,Gerard Gumbau,100.0,3000000.0
ESP-La Liga,2324,Getafe,Mason Greenwood,ENG,"MF,FW",21.0,2001.0,Right Winger,Winger,2662.0,33.0,30.0,0.270473328324568,0.2028549962434259,0.4733283245679939,0.2028549962434259,0.4057099924868519,3.4485349361382416,1.183320811419985,34.31372549019608,0.0784313725490196,0.2285714285714285,0.10142749812171299,0.20285499624342598,1.3185574755822689,1.4199849737039818,3.651389932381668,0.033809166040571,2.197595792637115,1.2982719759579262,0.304282494365139,0.10142749812171292,Mason Greenwood,100.0,25000000.0
ESP-La Liga,2324,Osasuna,Jesús Areso,ESP,"DF,MF",24.0,1999.0,Right-Back,Full-Back,2660.0,37.0,29.0,0.0338345864661654,0.2030075187969924,0.2368421052631578,0.0338345864661654,0.2368421052631578,0.3045112781954887,0.0676691729323308,22.22222222222222,0.1111111111111111,0.5,0.6766917293233082,0.8796992481203008,1.0150375939849623,0.6766917293233082,3.8233082706766917,0.10150375939849623,0.38909774436090216,1.3499999999999999,1.556390977443609,-0.33834586466165406,Jesús Areso,100.0,7500000.0
ESP-La Liga,2324,Valencia,Diego López,ESP,"MF,FW",21.0,2002.0,Right Winger,Winger,2656.0,36.0,30.0,0.101656626506024,0.2033132530120481,0.3049698795180722,0.101656626506024,0.3049698795180722,1.3893072289156625,0.5082831325301205,36.58536585365854,0.073170731707317,0.2,0.7115963855421686,0.8810240963855421,0.8810240963855421,1.0504518072289155,2.23644578313253,0.2710843373493976,0.9996234939759034,0.8742469879518071,1.5926204819277108,0.16942771084337338,Diego López,100.0,14000000.0
ESP-La Liga,2324,Real Sociedad,Martín Zubimendi,ESP,MF,24.0,1999.0,Defensive Midfield,Defensive Midfield,2654.0,31.0,29.0,0.1356443104747551,0.0339110776186887,0.1695553880934438,0.1356443104747551,0.1695553880934438,0.746043707611153,0.3730218538055765,50.0,0.1818181818181818,0.3636363636363636,1.322532027128862,0.9495101733232857,1.1529766390354184,0.7121326299924643,0.23737754333082142,0.0,0.5425772418990203,0.10512434061793513,2.2720422004521477,-0.44084400904295407,Martín Zubimendi,100.0,50000000.0
ESP-La Liga,2324,Atlético Madrid,Antoine Griezmann,FRA,"FW,MF",32.0,1991.0,Second Striker,Forward,2644.0,33.0,31.0,0.5446293494704992,0.2042360060514372,0.7488653555219364,0.4084720121028744,0.6127080181543116,2.68910741301059,1.1573373676248109,43.037974683544306,0.2025316455696202,0.4705882352941176,0.3744326777609682,0.680786686838124,0.5446293494704992,0.8850226928895613,4.254916792738276,0.4765506807866869,2.0934190620272313,1.4807110438729199,1.0552193645990924,0.340393343419062,Antoine Griezmann,100.0,25000000.0
ESP-La Liga,2324,Las Palmas,Javier Muñoz,ESP,MF,28.0,1995.0,Central Midfield,Central Midfield,2640.0,37.0,30.0,0.0681818181818181,0.1022727272727272,0.1704545454545454,0.0681818181818181,0.1704545454545454,1.2954545454545454,0.3068181818181818,23.68421052631579,0.0526315789473684,0.2222222222222222,0.6818181818181819,0.7840909090909092,1.2613636363636365,0.5454545454545455,1.6022727272727273,0.06818181818181819,0.8181818181818181,0.5829545454545454,1.465909090909091,-0.7159090909090909,Javi Muñoz,90.9090909090909,3000000.0
ESP-La Liga,2324,Girona,Eric García,ESP,DF,22.0,2001.0,Centre-Back,Centre-Back,2694.0,32.0,30.0,0.1670378619153674,0.0,0.1670378619153674,0.1670378619153674,0.1670378619153674,0.5679287305122495,0.2004454342984409,35.294117647058826,0.2941176470588235,0.8333333333333334,0.9688195991091314,1.3363028953229399,0.8351893095768375,0.8685968819599109,0.33407572383073497,0.10022271714922049,0.45100222717149213,0.10022271714922049,2.305122494432071,0.03340757238307346,Eric García,100.0,20000000.0
ESP-La Liga,2324,Mallorca,Dani Rodríguez,ESP,MF,35.0,1988.0,Attacking Midfield,Attacking Midfield,2615.0,36.0,31.0,0.0688336520076481,0.1376673040152963,0.2065009560229445,0.0688336520076481,0.2065009560229445,0.9292543021032504,0.1376673040152963,14.814814814814817,0.074074074074074,0.5,0.4818355640535373,0.8948374760994263,2.0994263862332696,1.479923518164436,5.713193116634799,0.24091778202676864,0.6711281070745697,1.851625239005736,1.3766730401529637,-0.6195028680688337,Dani Rodríguez,100.0,1000000.0
ESP-La Liga,2324,Cádiz,Chris Ramos,ESP,FW,26.0,1997.0,Centre-Forward,Forward,2612.0,37.0,30.0,0.172281776416539,0.0344563552833078,0.2067381316998468,0.172281776416539,0.2067381316998468,2.6186830015313936,0.9303215926493108,35.526315789473685,0.0657894736842105,0.1851851851851851,0.3101071975497703,0.44793261868300155,2.101837672281776,1.5849923430321593,0.41347626339969373,0.41347626339969373,1.5160796324655437,0.1584992343032159,0.7580398162327718,-0.5168453292496169,Chris Ramos,100.0,4000000.0
ESP-La Liga,2324,Cádiz,Isaac Carcelen,ESP,DF,30.0,1993.0,,,2611.0,35.0,29.0,0.0,0.0,0.0,0.0,0.0,0.3446955189582535,0.103408655687476,30.0,0.0,0.0,0.7927996936039831,1.1030256606664113,0.5515128303332056,1.5166602834163154,2.309459977020299,0.2068173113749521,0.17234775947912676,0.6928379931060896,1.8958253542703942,0.9651474530831098,,84.61538461538461,
ESP-La Liga,2324,Girona,Artem Dovbyk,UKR,FW,26.0,1997.0,Centre-Forward,Forward,2587.0,36.0,32.0,0.83494395052184,0.2783146501739467,1.1132586006957867,0.5914186316196367,0.8697332817935833,2.9570931580981834,1.6003092385001934,54.11764705882353,0.2823529411764706,0.5217391304347826,0.0,0.10436799381523,0.93931194433707,0.45226130653266333,0.034789331271743336,1.14804793196753,2.5918051797448785,0.28875144955546966,0.10436799381523,-0.48705063780440666,Artem Dovbyk,100.0,35000000.0
ESP-La Liga,2324,Villarreal,Daniel Parejo,ESP,MF,34.0,1989.0,Central Midfield,Central Midfield,2580.0,33.0,29.0,0.1046511627906976,0.1744186046511628,0.2790697674418604,0.0,0.1744186046511628,0.4186046511627906,0.2093023255813953,50.0,0.25,0.5,0.6976744186046512,1.0813953488372092,0.627906976744186,1.7790697674418603,1.9883720930232558,0.0,0.4883720930232557,0.7709302325581395,1.7790697674418605,1.1511627906976742,Dani Parejo,91.66666666666666,2500000.0
ESP-La Liga,2324,Villarreal,Álex Baena,ESP,"MF,FW",22.0,2001.0,Left Winger,Winger,2579.0,34.0,33.0,0.0697944939899185,0.48856145792943,0.5583559519193486,0.0697944939899185,0.5583559519193486,2.547499030632028,0.9073284218689416,35.61643835616438,0.0273972602739726,0.0769230769230769,0.48856145792943,0.6979449398991857,1.814656843737883,1.9891430787126794,6.037223730127956,0.2791779759596743,1.8321054672353627,2.299728576967817,1.1865063978286157,0.17448623497479643,Álex Baena,100.0,40000000.0
ESP-La Liga,2324,Sevilla,Youssef En-Nesyri,MAR,FW,26.0,1997.0,Centre-Forward,Forward,2570.0,33.0,28.0,0.5603112840466926,0.0700389105058365,0.6303501945525292,0.5252918287937743,0.5953307392996109,2.556420233463035,1.050583657587549,41.0958904109589,0.2191780821917808,0.5333333333333333,0.2801556420233463,0.245136186770428,0.735408560311284,0.735408560311284,0.17509727626459143,0.7704280155642023,1.9085603112840466,0.12256809338521392,0.5252918287937743,0.0,Youssef En-Nesyri,100.0,20000000.0
