goals_p90,assists_p90,goals_assists_p90,non_penalty_goals_p90,np_goals_assists_p90,shots_p90,shots_on_target_p90,shots_on_target_pct,goals_per_shot,goals_per_shot_on_target,interceptions_p90,tackles_won_p90,fouls_committed_p90,fouls_drawn_p90,crosses_p90,offsides_p90,attacking_index,creativity_index,defensive_index,discipline_index
0.7655966170189528,1.0239233617953334,1.0230596242913088,0.48626909763809145,0.8379150501337311,2.313144295291448,1.7700192484805808,0.18208951965872253,-0.15754272382396733,-0.1720126103997909,-1.5086786822525153,-1.6986694932719246,0.26961373691351653,0.4423595447543911,0.9833360586947157,-0.5765823831272074,1.9777689177877409,1.0636585760457602,-1.8601383255569306,0.21503334661955406
-0.6184814650794784,1.0254396720479275,-0.011356024781134776,-0.6093120839793675,0.04304805201237864,-1.0430352255343946,-0.9147779208809429,-0.6527293262642588,0.22210217038628924,0.9906305086658725,-0.27031713021969545,-0.2596525651177974,-0.32292205806474583,-0.6823954309886561,1.0740537110875958,-0.3023836020831167,-0.7373697911857727,1.1467657542434864,-0.30721032862482894,-0.39813040475023725
-0.2217966350082467,1.0284791433524498,0.28664204053072856,-0.16969327779794027,0.3637278467382923,0.11496177136611006,0.14555226705559293,0.3389276021162373,-0.2186562921602534,-0.2943960966172288,-0.19517846888128104,-0.25683584757069355,-0.5845450987696831,-0.11681985158363048,0.236700110721284,0.3845071148318085,0.1792262190696865,0.3824123678037712,-0.26227667264478827,0.309844149307702
-0.023005819637206656,-0.655640676007385,-0.3056752177542547,0.05061305687474271,-0.2736728578624658,-0.5717085885220733,-0.1799517574230072,1.2650977522074551,1.0435156687684808,0.4065275062644626,1.1199723231768055,-0.11122978859480002,-0.05363550824342556,-0.6287660866164192,-0.8181657022367663,-0.7135273244672904,-0.5069475769087106,-0.8532739761380144,0.5803763583659416,-0.5410407127313951
2.369109790573817,1.0376527367753277,2.2282876395031352,1.8190675063794812,1.8122619315001376,1.5024712921689867,1.707490521819889,0.7844271679828991,1.2841467478605508,0.8646475081479211,-0.9209850631569962,-0.6825542032920362,-1.2412596696269258,-0.3671479971609376,1.301804352831209,1.2167540952990532,1.821366054028609,1.356768479395368,-0.9287886018910206,0.5482167691542981
-0.4175876882403629,0.023979929803399098,-0.301742208684905,-0.3866751802000342,-0.2694404929989748,0.014775994006896968,-0.3392697963352612,-0.5517910589762737,-0.45726237714785445,-0.1992089406703325,-0.25928150289638024,-0.4629223985462137,0.15795911708787408,-0.8809841800117785,-0.09793952929020361,-0.43735502609812343,-0.09317624099329645,-0.08558333422769356,-0.41943052097527156,-0.9245562953951896
0.1606121548624252,-0.9927692741547857,-0.3166871426063957,0.2541043643907999,-0.28552294084010577,-0.7618426026162474,-0.5952540494712538,0.24977753419301857,2.3481135779637263,2.4184378478693183,0.3585415795672486,0.7111178535708422,-0.6740244162247016,-0.39200361466238887,-0.7671401280449,-0.30757249835671074,-0.6444312017865612,-0.8611490129795781,0.6214042048843715,0.12019505862086978
-0.41377517257020474,0.3758568053606299,-0.14407140953876701,-0.38245002849165666,-0.09976878908526012,-0.3761351093978582,-0.7463285790712573,-1.1641498805233823,-0.2081620430520024,0.9906305086658725,-0.6897806917601231,-0.22746766251456027,1.794037040953532,0.5330588436251403,2.0713057681891804,0.26231666671095266,-0.3139512778843054,1.9526859280475062,-0.5301055650530294,-0.7901397839493993
0.1912833250540445,-0.6502197720555503,-0.1430339781294938,0.28809513540517384,-0.09865239495357411,1.4272947053212437,1.1611808234978889,0.2658089060564043,-0.3044053539526722,-0.3578542005818269,-1.0594574332245872,-1.177617794266775,1.7987443875963707,0.6920495037163858,-0.7252421512504583,0.961269461967476,0.9545934108876573,-0.7675209074111022,-1.297365643745288,-0.6470072367428323
-0.8163768273389059,-0.9927692741547857,-1.0473283565459366,-0.8286260488963232,-1.071775946406504,-1.000139388676674,-0.8287714482283053,-0.11573774429217887,-1.0686904699285833,-1.1510805001392965,-0.02037348510611595,0.21515458182425265,-1.2278216411731167,0.5886490966270821,0.27522814866386947,0.12419178816534263,-1.062781408125516,0.09095739846160568,0.11377327944044864,1.4192940239038216
4.067133001281836,1.7741091162068794,3.8221821012275448,3.00491762854656,3.0220887559434724,1.788540472107903,2.7734949841493424,1.5493874132514975,2.211441416048034,1.0837483786139233,-1.7270199368972765,-1.908059560934214,-0.4707547396611708,-1.0220046453199698,-0.9250671950195314,3.936671870337862,2.569604318106371,-0.558255344612627,-2.1080823568387594,-0.6054653282883862
-0.2042818696527698,0.7412216163165386,0.173352220417241,-0.8286260488963232,-0.25078152896624123,-0.9212429353118203,-0.5739400874552495,1.2650977522074551,1.8355929707798802,0.9906305086658725,-0.2251480509428711,0.16916706727099848,-1.0786839107644943,0.9857284123227588,0.10579689812430938,-0.7135273244672904,-0.5883269834712677,0.21642180156198787,-0.03103287915891343,1.6786500283288774
-0.4081552968153876,3.864287799426,1.39497942830478,-0.37622190257674076,1.5564248718900486,1.3513073046730444,1.105848139265503,0.27203112801251267,-0.7504128325906695,-0.8215864987846552,-0.6753019741079567,-0.6460745899334941,1.2381059225038689,1.3036123752256443,2.242289834525835,0.417290616896962,1.4290500893657268,2.6726168484460957,-0.7659598116611052,0.31689710861653103
