league,season,team,player,nation,pos,age,born,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_PK,Standard_PKatt
ITA-Serie A,2425,Milan,Fikayo Tomori,ENG,DF,26,1997,17.7,0,2,0,0.0,0.11,0.0,0.0,,0,0
ITA-Serie A,2425,Milan,Filippo Terracciano,ITA,"DF,MF",21,2003,6.0,0,3,1,33.3,0.5,0.17,0.0,0.0,0,0
ITA-Serie A,2425,Milan,Francesco Camarda,ITA,FW,16,2008,2.3,0,8,1,12.5,3.5,0.44,0.0,0.0,0,0
ITA-Serie A,2425,Milan,Ismaël Bennacer,ALG,MF,26,1997,3.3,0,3,2,66.7,0.9,0.6,0.0,0.0,0,0
ITA-Serie A,2425,Milan,João Félix,POR,MF,24,1999,8.4,2,29,8,27.6,3.43,0.95,0.07,0.25,0,0
ITA-Serie A,2425,Milan,Kevin Zeroli,ITA,MF,19,2005,0.1,0,0,0,,0.0,0.0,,,0,0
ITA-Serie A,2425,Milan,Kyle Walker,ENG,DF,34,1990,7.3,0,2,0,0.0,0.27,0.0,0.0,,0,0
ITA-Serie A,2425,Milan,Luka Jović,SRB,FW,26,1997,6.2,2,11,4,36.4,1.78,0.65,0.18,0.5,0,0
ITA-Serie A,2425,Milan,Malick Thiaw,GER,DF,22,2001,20.1,0,7,1,14.3,0.35,0.05,0.0,0.0,0,0
ITA-Serie A,2425,Milan,Marco Sportiello,ITA,GK,32,1992,1.4,0,0,0,,0.0,0.0,,,0,0
ITA-Serie A,2425,Milan,Matteo Gabbia,ITA,DF,24,1999,23.9,2,14,4,28.6,0.59,0.17,0.14,0.5,0,0
ITA-Serie A,2425,Milan,Mattia Liberali,ITA,MF,17,2007,0.7,0,2,0,0.0,2.95,0.0,0.0,,0,0
ITA-Serie A,2425,Milan,Mike Maignan,FRA,GK,29,1995,36.6,0,0,0,,0.0,0.0,,,0,0
ITA-Serie A,2425,Milan,Noah Okafor,SUI,"FW,MF",24,2000,4.6,1,12,6,50.0,2.61,1.3,0.08,0.17,0,0
ITA-Serie A,2425,Milan,Rafael Leão,POR,"MF,FW",25,1999,25.8,8,67,29,43.3,2.6,1.12,0.12,0.28,0,0
ITA-Serie A,2425,Milan,Riccardo Sottil,ITA,MF,25,1999,1.4,0,2,0,0.0,1.46,0.0,0.0,,0,0
ITA-Serie A,2425,Milan,Ruben Loftus-Cheek,ENG,MF,28,1996,11.5,0,9,2,22.2,0.78,0.17,0.0,0.0,0,0
ITA-Serie A,2425,Milan,Samuel Chukwueze,NGA,"MF,FW",25,1999,10.3,3,32,8,25.0,3.11,0.78,0.09,0.38,0,0
ITA-Serie A,2425,Milan,Santiago Giménez,MEX,FW,23,2001,7.4,5,23,10,43.5,3.09,1.35,0.22,0.5,0,1
ITA-Serie A,2425,Milan,Strahinja Pavlović,SRB,DF,23,2001,20.7,2,17,8,47.1,0.82,0.39,0.12,0.25,0,0
ITA-Serie A,2425,Milan,Tammy Abraham,ENG,FW,26,1997,13.1,3,28,13,46.4,2.13,0.99,0.07,0.15,1,2
ITA-Serie A,2425,Milan,Theo Hernández,FRA,"DF,MF",26,1997,30.0,4,44,17,38.6,1.47,0.57,0.09,0.24,0,1
ITA-Serie A,2425,Milan,Tijjani Reijnders,NED,MF,26,1998,34.8,10,77,28,36.4,2.22,0.81,0.13,0.36,0,0
ITA-Serie A,2425,Milan,Warren Bondo,FRA,MF,20,2003,1.8,0,1,1,100.0,0.56,0.56,0.0,0.0,0,0
ITA-Serie A,2425,Milan,Youssouf Fofana,FRA,MF,25,1999,27.8,1,36,5,13.9,1.29,0.18,0.03,0.2,0,0
ITA-Serie A,2425,Milan,Yunus Musah,USA,"MF,FW",21,2002,17.5,0,22,5,22.7,1.26,0.29,0.0,0.0,0,0
ITA-Serie A,2425,Milan,Álex Jiménez,ESP,"MF,DF",19,2005,14.1,0,15,5,33.3,1.07,0.36,0.0,0.0,0,0
ITA-Serie A,2425,Milan,Álvaro Morata,ESP,"FW,MF",31,1992,12.2,5,27,10,37.0,2.21,0.82,0.19,0.5,0,0
ITA-Serie A,2425,Monza,Alessandro Bianco,ITA,MF,21,2002,28.9,1,26,6,23.1,0.9,0.21,0.04,0.17,0,0
ITA-Serie A,2425,Monza,Andrea Carboni,ITA,DF,23,2001,24.3,0,8,1,12.5,0.33,0.04,0.0,0.0,0,0
ITA-Serie A,2425,Monza,Andrea Mazza,ITA,GK,20,2004,0.1,0,0,0,,0.0,0.0,,,0,0
ITA-Serie A,2425,Monza,Andrea Petagna,ITA,FW,29,1995,3.7,0,4,0,0.0,1.07,0.0,0.0,,0,0
ITA-Serie A,2425,Monza,Armando Izzo,ITA,DF,32,1992,27.1,1,6,2,33.3,0.22,0.07,0.17,0.5,0,0
ITA-Serie A,2425,Monza,Arvid Brorsson,SWE,DF,25,1999,4.0,0,0,0,,0.0,0.0,,,0,0
ITA-Serie A,2425,Monza,Daniel Maldini,ITA,"MF,FW",22,2001,14.5,3,39,14,35.9,2.69,0.96,0.08,0.21,0,0
ITA-Serie A,2425,Monza,Danilo D'Ambrosio,ITA,DF,35,1988,12.2,0,9,4,44.4,0.74,0.33,0.0,0.0,0,0
ITA-Serie A,2425,Monza,Dany Mota,POR,"MF,FW",26,1998,23.4,5,42,11,26.2,1.8,0.47,0.12,0.45,0,0
ITA-Serie A,2425,Monza,Gaetano Castrovilli,ITA,MF,27,1997,6.6,0,6,0,0.0,0.91,0.0,0.0,,0,0
ITA-Serie A,2425,Monza,Gianluca Caprari,ITA,"MF,FW",31,1993,18.3,3,29,11,37.9,1.58,0.6,0.03,0.09,2,2
ITA-Serie A,2425,Monza,Giorgos Kyriakopoulos,GRE,MF,28,1996,31.6,2,27,9,33.3,0.85,0.28,0.07,0.22,0,0
ITA-Serie A,2425,Monza,Jean-Daniel Akpa-Akpro,CIV,MF,31,1992,10.7,0,4,2,50.0,0.37,0.19,0.0,0.0,0,0
ITA-Serie A,2425,Monza,Kacper Urbanski,POL,MF,19,2004,5.6,0,5,1,20.0,0.9,0.18,0.0,0.0,0,0
ITA-Serie A,2425,Monza,Keita Baldé,SEN,FW,29,1995,7.1,2,14,5,35.7,1.97,0.71,0.14,0.4,0,0
ITA-Serie A,2425,Monza,Kevin Martins,ITA,MF,19,2005,2.0,0,0,0,,0.0,0.0,,,0,0
ITA-Serie A,2425,Monza,Kevin Zeroli,ITA,MF,19,2005,4.4,0,6,1,16.7,1.37,0.23,0.0,0.0,0,0
ITA-Serie A,2425,Monza,Luca Caldirola,ITA,DF,33,1991,9.7,0,4,2,50.0,0.41,0.21,0.0,0.0,0,0
ITA-Serie A,2425,Monza,Matteo Pessina,ITA,MF,27,1997,9.5,0,3,0,0.0,0.32,0.0,0.0,,0,0
ITA-Serie A,2425,Monza,Mattia Valoti,ITA,"FW,MF",30,1993,0.4,0,0,0,,0.0,0.0,,,0,0
ITA-Serie A,2425,Monza,Milan Đurić,BIH,FW,34,1990,14.1,4,23,10,43.5,1.63,0.71,0.17,0.4,0,0
ITA-Serie A,2425,Monza,Mirko Marić,CRO,FW,29,1995,1.2,0,1,0,0.0,0.85,0.0,0.0,,0,0
ITA-Serie A,2425,Monza,Omari Forson,ENG,FW,20,2004,2.5,0,5,1,20.0,2.02,0.4,0.0,0.0,0,0
ITA-Serie A,2425,Monza,Pablo Marí,ESP,DF,30,1993,18.1,0,2,0,0.0,0.11,0.0,0.0,,0,0
ITA-Serie A,2425,Monza,Patrick Ciurria,ITA,MF,29,1995,12.3,1,11,2,18.2,0.89,0.16,0.09,0.5,0,0
ITA-Serie A,2425,Monza,Pedro Pereira,POR,"MF,DF",26,1998,29.6,1,13,6,46.2,0.44,0.2,0.08,0.17,0,0
ITA-Serie A,2425,Monza,Roberto Gagliardini,ITA,MF,30,1994,2.0,0,0,0,,0.0,0.0,,,0,0
ITA-Serie A,2425,Monza,Samuele Birindelli,ITA,MF,25,1999,16.3,3,15,10,66.7,0.92,0.61,0.2,0.3,0,0
ITA-Serie A,2425,Monza,Samuele Vignato,ITA,MF,20,2004,5.2,0,4,1,25.0,0.77,0.19,0.0,0.0,0,0
ITA-Serie A,2425,Monza,Semuel Pizzignacco,ITA,GK,22,2001,8.2,0,0,0,,0.0,0.0,,,0,0
ITA-Serie A,2425,Monza,Silvère Ganvoula,CGO,FW,28,1996,3.6,0,4,1,25.0,1.1,0.28,0.0,0.0,0,0
ITA-Serie A,2425,Monza,Stefan Lekovic,SRB,DF,20,2004,4.1,0,3,0,0.0,0.74,0.0,0.0,,0,0
ITA-Serie A,2425,Monza,Stefano Sensi,ITA,MF,28,1995,3.0,1,7,2,28.6,2.3,0.66,0.0,0.0,1,1
ITA-Serie A,2425,Monza,Stefano Turati,ITA,GK,22,2001,29.7,0,0,0,,0.0,0.0,,,0,0
ITA-Serie A,2425,Monza,Tomás Palacios,ARG,DF,21,2003,5.0,0,1,0,0.0,0.2,0.0,0.0,,0,0
ITA-Serie A,2425,Monza,Warren Bondo,FRA,MF,20,2003,18.0,0,13,1,7.7,0.72,0.06,0.0,0.0,0,0
ITA-Serie A,2425,Napoli,Alessandro Buongiorno,ITA,DF,25,1999,21.4,1,8,4,50.0,0.37,0.19,0.13,0.25,0,0
ITA-Serie A,2425,Napoli,Alessio Zerbin,ITA,"FW,MF",25,1999,0.0,0,0,0,,0.0,0.0,,,0,0
ITA-Serie A,2425,Napoli,Alex Meret,ITA,GK,27,1997,33.4,0,0,0,,0.0,0.0,,,0,0
ITA-Serie A,2425,Napoli,Amir Rrahmani,KVX,DF,30,1994,37.8,1,28,4,14.3,0.74,0.11,0.04,0.25,0,0
ITA-Serie A,2425,Napoli,Billy Gilmour,SCO,MF,23,2001,13.1,0,9,1,11.1,0.69,0.08,0.0,0.0,0,0
ITA-Serie A,2425,Napoli,Cyril Ngonge,BEL,FW,24,2000,2.4,0,13,6,46.2,5.42,2.5,0.0,0.0,0,0
ITA-Serie A,2425,Napoli,David Neres,BRA,FW,27,1997,14.3,2,29,7,24.1,2.03,0.49,0.07,0.29,0,0
ITA-Serie A,2425,Napoli,Elia Caprile,ITA,GK,22,2001,3.6,0,0,0,,0.0,0.0,,,0,0
ITA-Serie A,2425,Napoli,Frank Anguissa,CMR,MF,28,1995,31.7,6,44,13,29.5,1.39,0.41,0.14,0.46,0,0
ITA-Serie A,2425,Napoli,Giacomo Raspadori,ITA,"FW,MF",24,2000,12.3,6,42,14,33.3,3.43,1.14,0.14,0.43,0,0
ITA-Serie A,2425,Napoli,Giovanni Di Lorenzo,ITA,DF,30,1993,37.0,3,21,6,28.6,0.57,0.16,0.14,0.5,0,0
ITA-Serie A,2425,Napoli,Giovanni Simeone,ARG,FW,29,1995,4.7,1,13,3,23.1,2.79,0.64,0.08,0.33,0,0
ITA-Serie A,2425,Napoli,Juan Jesus,BRA,DF,33,1991,11.9,0,3,0,0.0,0.25,0.0,0.0,,0,0
ITA-Serie A,2425,Napoli,Khvicha Kvaratskhelia,GEO,"FW,MF",23,2001,13.1,5,49,17,34.7,3.74,1.3,0.08,0.24,1,1
ITA-Serie A,2425,Napoli,Leonardo Spinazzola,ITA,"DF,MF",31,1993,16.9,1,13,4,30.8,0.77,0.24,0.08,0.25,0,0
ITA-Serie A,2425,Napoli,Mathías Olivera,URU,DF,26,1997,26.3,0,16,2,12.5,0.61,0.08,0.0,0.0,0,0
ITA-Serie A,2425,Napoli,Matteo Politano,ITA,"FW,MF",30,1993,31.2,3,56,14,25.0,1.8,0.45,0.05,0.21,0,0
ITA-Serie A,2425,Napoli,Michael Folorunsho,ITA,"FW,MF",26,1998,0.4,0,1,0,0.0,2.57,0.0,0.0,,0,0
ITA-Serie A,2425,Napoli,Noah Okafor,SUI,"FW,MF",24,2000,0.4,0,1,0,0.0,2.25,0.0,0.0,,0,0
ITA-Serie A,2425,Napoli,Pasquale Mazzocchi,ITA,"MF,DF",29,1995,7.8,0,3,1,33.3,0.38,0.13,0.0,0.0,0,0
ITA-Serie A,2425,Napoli,Philip Billing,DEN,MF,28,1996,2.2,1,6,3,50.0,2.74,1.37,0.17,0.33,0,0
ITA-Serie A,2425,Napoli,Rafa Marín,ESP,DF,22,2002,1.6,0,2,1,50.0,1.27,0.63,0.0,0.0,0,0
ITA-Serie A,2425,Napoli,Romelu Lukaku,BEL,FW,31,1993,31.6,14,64,24,37.5,2.03,0.76,0.17,0.46,3,4
ITA-Serie A,2425,Napoli,Scott McTominay,SCO,MF,27,1996,32.6,12,76,33,43.4,2.33,1.01,0.16,0.36,0,0
ITA-Serie A,2425,Napoli,Simone Scuffet,ITA,GK,28,1996,1.0,0,0,0,,0.0,0.0,,,0,0
ITA-Serie A,2425,Napoli,Stanislav Lobotka,SVK,MF,29,1994,29.3,0,7,0,0.0,0.24,0.0,0.0,,0,0
ITA-Serie A,2425,Napoli,Walid Cheddira,MAR,FW,26,1998,0.1,0,0,0,,0.0,0.0,,,0,0
ITA-Serie A,2425,Parma,Adrian Benedyczak,POL,MF,23,2000,2.4,0,3,0,0.0,1.26,0.0,0.0,,0,0
ITA-Serie A,2425,Parma,Adrian Bernabe,ESP,MF,23,2001,16.1,1,27,5,18.5,1.67,0.31,0.04,0.2,0,0
ITA-Serie A,2425,Parma,Alessandro Circati,AUS,DF,20,2003,6.0,0,2,0,0.0,0.33,0.0,0.0,,0,0
ITA-Serie A,2425,Parma,Alessandro Vogliacco,ITA,DF,25,1998,8.6,0,1,1,100.0,0.12,0.12,0.0,0.0,0,0
ITA-Serie A,2425,Parma,Ange-Yoan Bonny,CIV,FW,20,2003,28.1,6,64,22,34.4,2.28,0.78,0.06,0.18,2,2
ITA-Serie A,2425,Parma,Antoine Hainaut,FRA,"DF,MF",22,2002,13.4,2,6,3,50.0,0.45,0.22,0.33,0.67,0,0
ITA-Serie A,2425,Parma,Botond Balogh,HUN,DF,22,2002,22.8,0,3,0,0.0,0.13,0.0,0.0,,0,0
ITA-Serie A,2425,Parma,Dennis Man,ROU,"MF,FW",25,1998,22.2,4,49,20,40.8,2.21,0.9,0.08,0.2,0,0
ITA-Serie A,2425,Parma,Drissa Camara,CIV,FW,22,2002,5.0,0,15,5,33.3,3.02,1.01,0.0,0.0,0,0
ITA-Serie A,2425,Parma,Emanuele Valeri,ITA,"DF,MF",25,1998,31.9,2,27,5,18.5,0.85,0.16,0.04,0.2,1,1
ITA-Serie A,2425,Parma,Enrico Delprato,ITA,"DF,MF",24,1999,32.7,4,12,5,41.7,0.37,0.15,0.33,0.8,0,0
ITA-Serie A,2425,Parma,Gabriel Charpentier,CGO,FW,25,1999,3.0,1,9,4,44.4,2.99,1.33,0.11,0.25,0,0
ITA-Serie A,2425,Parma,Giovanni Leoni,ITA,DF,17,2006,13.3,1,2,1,50.0,0.15,0.08,0.5,1.0,0,0
ITA-Serie A,2425,Parma,Hernani,BRA,MF,30,1994,14.7,3,20,6,30.0,1.36,0.41,0.0,0.0,3,3
ITA-Serie A,2425,Parma,Jacob Ondrejka,SWE,MF,21,2002,4.7,5,14,10,71.4,2.99,2.13,0.36,0.5,0,0
ITA-Serie A,2425,Parma,Lautaro Valenti,ARG,DF,25,1999,17.3,1,7,2,28.6,0.4,0.12,0.14,0.5,0,0
ITA-Serie A,2425,Parma,Leandro Chichizola,ARG,GK,34,1990,1.0,0,0,0,,0.0,0.0,,,0,0
ITA-Serie A,2425,Parma,Mandela Keita,BEL,MF,22,2002,20.3,0,5,4,80.0,0.25,0.2,0.0,0.0,0,0
ITA-Serie A,2425,Parma,Mateo Pellegrino,ARG,FW,23,2001,8.2,3,22,9,40.9,2.69,1.1,0.14,0.33,0,0
ITA-Serie A,2425,Parma,Mateusz Kowalski,POL,MF,19,2005,0.6,0,1,0,0.0,1.61,0.0,0.0,,0,0
ITA-Serie A,2425,Parma,Mathias Løvik,NOR,"DF,MF",20,2003,1.0,0,1,0,0.0,0.98,0.0,0.0,,0,0
ITA-Serie A,2425,Parma,Matteo Cancellieri,ITA,"MF,FW",22,2002,15.8,3,22,7,31.8,1.39,0.44,0.14,0.43,0,0
ITA-Serie A,2425,Parma,Milan Đurić,BIH,FW,34,1990,3.0,1,5,1,20.0,1.68,0.34,0.2,1.0,0,0
ITA-Serie A,2425,Parma,Mohamed Haj,TUN,MF,19,2005,5.0,1,7,3,42.9,1.39,0.6,0.14,0.33,0,0
ITA-Serie A,2425,Parma,Nahuel Estévez,ARG,MF,28,1995,7.3,0,5,1,20.0,0.68,0.14,0.0,0.0,0,0
ITA-Serie A,2425,Parma,Pontus Almqvist,SWE,"FW,MF",25,1999,12.4,1,26,10,38.5,2.1,0.81,0.04,0.1,0,0
ITA-Serie A,2425,Parma,Simon Sohm,SUI,MF,23,2001,33.2,4,34,13,38.2,1.02,0.39,0.12,0.31,0,0
ITA-Serie A,2425,Parma,Valentin Mihaila,ROU,"MF,FW",24,2000,14.3,0,31,11,35.5,2.17,0.77,0.0,0.0,0,0
ITA-Serie A,2425,Parma,Woyo Coulibaly,MLI,DF,25,1999,12.0,0,3,0,0.0,0.25,0.0,0.0,,0,0
ITA-Serie A,2425,Parma,Wylan Cyprien,FRA,MF,29,1995,0.3,0,1,0,0.0,3.21,0.0,0.0,,0,0
ITA-Serie A,2425,Parma,Yordan Osorio,VEN,DF,30,1994,1.9,0,1,0,0.0,0.52,0.0,0.0,,0,0
ITA-Serie A,2425,Parma,Zion Suzuki,JPN,GK,21,2002,36.8,0,0,0,,0.0,0.0,,,0,0
ITA-Serie A,2425,Roma,Alexis Saelemaekers,BEL,"MF,FW",25,1999,15.4,7,25,12,48.0,1.62,0.78,0.28,0.58,0,0
ITA-Serie A,2425,Roma,Anass Salah-Eddine,MAR,MF,22,2002,1.7,0,2,1,50.0,1.18,0.59,0.0,0.0,0,0
ITA-Serie A,2425,Roma,Angeliño,ESP,"MF,DF",27,1997,35.3,2,24,6,25.0,0.68,0.17,0.08,0.33,0,0
ITA-Serie A,2425,Roma,Artem Dovbyk,UKR,FW,27,1997,26.9,12,63,27,42.9,2.34,1.0,0.16,0.37,2,2
ITA-Serie A,2425,Roma,Bryan Cristante,ITA,MF,29,1995,22.7,4,30,7,23.3,1.32,0.31,0.13,0.57,0,0
ITA-Serie A,2425,Roma,Devyne Rensch,NED,"MF,DF",21,2003,5.2,0,3,2,66.7,0.58,0.38,0.0,0.0,0,0
ITA-Serie A,2425,Roma,Eldor Shomurodov,UZB,FW,29,1995,12.2,4,29,14,48.3,2.38,1.15,0.14,0.29,0,0
ITA-Serie A,2425,Roma,Enzo Le Fée,FRA,MF,24,2000,3.5,0,4,2,50.0,1.13,0.57,0.0,0.0,0,0
ITA-Serie A,2425,Roma,Gianluca Mancini,ITA,DF,28,1996,34.9,2,22,7,31.8,0.63,0.2,0.09,0.29,0,0
ITA-Serie A,2425,Roma,Leandro Paredes,ARG,MF,30,1994,15.3,3,26,9,34.6,1.7,0.59,0.04,0.11,2,2
ITA-Serie A,2425,Roma,Lorenzo Pellegrini,ITA,MF,28,1996,18.1,2,42,14,33.3,2.32,0.77,0.02,0.07,1,1
ITA-Serie A,2425,Roma,Lucas Gourna-Douath,FRA,MF,20,2003,2.5,0,3,0,0.0,1.18,0.0,0.0,,0,0
ITA-Serie A,2425,Roma,Manu Koné,FRA,MF,23,2001,28.6,2,34,9,26.5,1.19,0.31,0.06,0.22,0,0
ITA-Serie A,2425,Roma,Mario Hermoso,ESP,DF,29,1995,2.8,0,1,0,0.0,0.36,0.0,0.0,,0,0
ITA-Serie A,2425,Roma,Mats Hummels,GER,DF,35,1988,10.2,0,8,1,12.5,0.79,0.1,0.0,0.0,0,0
ITA-Serie A,2425,Roma,Matìas Soulé,ARG,MF,21,2003,19.8,5,42,14,33.3,2.12,0.71,0.12,0.36,0,0
ITA-Serie A,2425,Roma,Mile Svilar,SRB,GK,24,1999,38.0,0,1,0,0.0,0.03,0.0,0.0,,0,0
ITA-Serie A,2425,Roma,Niccolò Pisilli,ITA,MF,19,2004,13.6,2,27,8,29.6,1.98,0.59,0.07,0.25,0,0
ITA-Serie A,2425,Roma,Nicola Zalewski,POL,MF,22,2002,5.9,0,5,0,0.0,0.84,0.0,0.0,,0,0
ITA-Serie A,2425,Roma,Obite N'Dicka,CIV,DF,24,1999,38.0,0,18,5,27.8,0.47,0.13,0.0,0.0,0,0
ITA-Serie A,2425,Roma,Paulo Dybala,ARG,"FW,MF",30,1993,15.7,6,50,19,38.0,3.18,1.21,0.06,0.16,3,3
ITA-Serie A,2425,Roma,Samuel Dahl,SWE,DF,21,2003,0.5,0,0,0,,0.0,0.0,,,0,0
ITA-Serie A,2425,Roma,Saud Abdulhamid,KSA,MF,25,1999,2.3,0,1,0,0.0,0.44,0.0,0.0,,0,0
ITA-Serie A,2425,Roma,Stephan El Shaarawy,ITA,"MF,FW",31,1992,12.2,3,28,12,42.9,2.3,0.98,0.11,0.25,0,0
ITA-Serie A,2425,Roma,Tammy Abraham,ENG,FW,26,1997,0.0,0,0,0,,0.0,0.0,,,0,0
ITA-Serie A,2425,Roma,Tommaso Baldanzi,ITA,"MF,FW",21,2003,9.2,1,20,4,20.0,2.16,0.43,0.05,0.25,0,0
ITA-Serie A,2425,Roma,Victor Nelsson,DEN,DF,25,1998,2.1,0,1,0,0.0,0.48,0.0,0.0,,0,0
ITA-Serie A,2425,Roma,Zeki Çelik,TUR,"DF,MF",27,1997,25.1,0,13,4,30.8,0.52,0.16,0.0,0.0,0,0
ITA-Serie A,2425,Torino,Aaron Ciammaglichella,ITA,MF,19,2005,0.0,0,0,0,,0.0,0.0,,,0,0
ITA-Serie A,2425,Torino,Adam Masina,MAR,DF,30,1994,21.3,1,7,2,28.6,0.33,0.09,0.14,0.5,0,0
ITA-Serie A,2425,Torino,Adrien Tameze,CMR,"MF,DF",30,1994,7.2,0,7,3,42.9,0.97,0.42,0.0,0.0,0,0
ITA-Serie A,2425,Torino,Alberto Paleari,ITA,GK,31,1992,1.0,0,0,0,,0.0,0.0,,,0,0
ITA-Serie A,2425,Torino,Alessio Cacciamani,ITA,MF,17,2007,0.3,0,0,0,,0.0,0.0,,,0,0
ITA-Serie A,2425,Torino,Ali Dembélé,FRA,DF,20,2004,4.3,1,5,2,40.0,1.16,0.46,0.2,0.5,0,0
ITA-Serie A,2425,Torino,Alieu Njie,SWE,FW,19,2005,4.4,1,9,5,55.6,2.06,1.14,0.11,0.2,0,0
ITA-Serie A,2425,Torino,Antonio Sanabria,PAR,FW,28,1996,14.6,2,19,4,21.1,1.3,0.27,0.11,0.5,0,1
ITA-Serie A,2425,Torino,Borna Sosa,CRO,"MF,DF",26,1998,13.1,0,4,1,25.0,0.3,0.08,0.0,0.0,0,0
ITA-Serie A,2425,Torino,Cesare Casadei,ITA,MF,21,2003,11.3,1,14,7,50.0,1.24,0.62,0.07,0.14,0,0
ITA-Serie A,2425,Torino,Ché Adams,SCO,FW,28,1996,29.5,9,64,26,40.6,2.17,0.88,0.14,0.35,0,1
ITA-Serie A,2425,Torino,Cristiano Biraghi,ITA,DF,31,1992,12.9,0,10,1,10.0,0.78,0.08,0.0,0.0,0,0
ITA-Serie A,2425,Torino,Duván Zapata,COL,FW,33,1991,6.5,3,21,10,47.6,3.22,1.53,0.14,0.3,0,0
ITA-Serie A,2425,Torino,Elif Elmas,MKD,"MF,FW",24,1999,11.3,4,19,10,52.6,1.67,0.88,0.21,0.4,0,0
ITA-Serie A,2425,Torino,Guillermo Maripán,CHI,DF,30,1994,26.0,1,12,5,41.7,0.46,0.19,0.08,0.2,0,0
ITA-Serie A,2425,Torino,Gvidas Gineitis,LTU,MF,20,2004,15.9,3,29,8,27.6,1.83,0.5,0.1,0.38,0,0
ITA-Serie A,2425,Torino,Ivan Ilić,SRB,MF,23,2001,10.2,1,11,4,36.4,1.08,0.39,0.09,0.25,0,0
ITA-Serie A,2425,Torino,Karol Linetty,POL,MF,29,1995,17.1,1,17,4,23.5,0.99,0.23,0.06,0.25,0,0
ITA-Serie A,2425,Torino,Marcus Pedersen,NOR,"MF,DF",24,2000,15.1,0,8,3,37.5,0.53,0.2,0.0,0.0,0,0
ITA-Serie A,2425,Torino,Mërgim Vojvoda,KVX,"DF,MF",29,1995,12.3,0,5,0,0.0,0.41,0.0,0.0,,0,0
ITA-Serie A,2425,Torino,Nikola Vlašić,CRO,"MF,FW",26,1997,23.5,5,32,12,37.5,1.36,0.51,0.09,0.25,2,2
ITA-Serie A,2425,Torino,Raoul Bellanova,ITA,MF,24,2000,1.0,0,1,0,0.0,1.03,0.0,0.0,,0,0
ITA-Serie A,2425,Torino,Saba Sazonov,GEO,DF,22,2002,0.0,0,0,0,,0.0,0.0,,,0,0
ITA-Serie A,2425,Torino,Samuele Ricci,ITA,MF,22,2001,31.4,1,22,7,31.8,0.7,0.22,0.05,0.14,0,0
ITA-Serie A,2425,Torino,Saúl Coco,EQG,DF,25,1999,31.6,2,20,6,30.0,0.63,0.19,0.1,0.33,0,0
ITA-Serie A,2425,Torino,Sebastian Walukiewicz,POL,DF,24,2000,18.5,0,6,1,16.7,0.33,0.05,0.0,0.0,0,0
ITA-Serie A,2425,Torino,Sergiu Perciun,MDA,MF,18,2006,1.7,0,2,1,50.0,1.18,0.59,0.0,0.0,0,0
ITA-Serie A,2425,Torino,Tommaso Gabellini,ITA,FW,17,2006,0.1,0,1,0,0.0,9.0,0.0,0.0,,0,0
ITA-Serie A,2425,Torino,Valentino Lazaro,AUT,MF,28,1996,25.6,0,16,2,12.5,0.62,0.08,0.0,0.0,0,0
ITA-Serie A,2425,Torino,Vanja Milinković-Savić,SRB,GK,27,1997,37.0,0,0,0,,0.0,0.0,,,0,0
ITA-Serie A,2425,Torino,Yann Karamoh,FRA,"MF,FW",26,1998,11.6,0,25,6,24.0,2.15,0.52,0.0,0.0,0,0
ITA-Serie A,2425,Udinese,Alexis Sánchez,CHI,FW,35,1988,4.9,0,7,0,0.0,1.44,0.0,0.0,,0,0
ITA-Serie A,2425,Udinese,Arthur Atta,FRA,"MF,FW",21,2003,13.9,0,26,7,26.9,1.87,0.5,0.0,0.0,0,0
ITA-Serie A,2425,Udinese,Brenner,BRA,"MF,FW",24,2000,4.3,1,7,4,57.1,1.63,0.93,0.14,0.25,0,0
ITA-Serie A,2425,Udinese,Christian Kabasele,BEL,DF,33,1991,12.9,2,15,4,26.7,1.16,0.31,0.13,0.5,0,0
ITA-Serie A,2425,Udinese,Damián Pizarro,CHI,FW,19,2005,0.2,0,0,0,,0.0,0.0,,,0,0
ITA-Serie A,2425,Udinese,Daniele Padelli,ITA,GK,38,1985,1.0,0,0,0,,0.0,0.0,,,0,0
ITA-Serie A,2425,Udinese,Enzo Ebosse,CMR,DF,25,1999,1.0,0,0,0,,0.0,0.0,,,0,0
ITA-Serie A,2425,Udinese,Florian Thauvin,FRA,"FW,MF",31,1993,21.7,8,54,27,50.0,2.48,1.24,0.13,0.26,1,3
ITA-Serie A,2425,Udinese,Hassane Kamara,CIV,"MF,DF",30,1994,22.2,1,17,3,17.6,0.76,0.13,0.06,0.33,0,0
ITA-Serie A,2425,Udinese,Iker Bravo,ESP,FW,19,2005,7.6,2,13,4,30.8,1.72,0.53,0.15,0.5,0,0
ITA-Serie A,2425,Udinese,Jaka Bijol,SVN,DF,25,1999,32.9,1,19,6,31.6,0.58,0.18,0.05,0.17,0,0
ITA-Serie A,2425,Udinese,James Abankwah,IRL,DF,20,2004,1.0,0,1,0,0.0,1.02,0.0,0.0,,0,0
ITA-Serie A,2425,Udinese,Jesper Karlström,SWE,MF,29,1995,35.4,0,13,2,15.4,0.37,0.06,0.0,0.0,0,0
