league,season,team,player,nation,pos,age,born,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG
GER-Bundesliga,2425,Wolfsburg,Jonas Wind,DEN,"FW,MF",25,1999,21.8,2,0,0,15,40,4,7,6,6,,,0
GER-Bundesliga,2425,Wolfsburg,Kamil Grabara,POL,GK,25,1999,28.7,2,0,0,0,3,0,0,0,0,,,0
GER-Bundesliga,2425,Wolfsburg,Kevin Behrens,GER,FW,33,1991,1.9,2,0,0,4,1,0,0,1,1,,,0
GER-Bundesliga,2425,Wolfsburg,Kevin Paredes,USA,MF,21,2003,1.4,1,0,0,1,4,0,1,1,2,,,0
GER-Bundesliga,2425,Wolfsburg,Kilian Fischer,GER,DF,23,2000,25.5,7,0,0,34,7,0,39,19,46,,,0
GER-Bundesliga,2425,Wolfsburg,Konstantinos Koulierakis,GRE,DF,20,2003,27.4,4,0,0,24,13,2,13,32,22,,,0
GER-Bundesliga,2425,Wolfsburg,Lovro Majer,CRO,MF,26,1998,3.4,1,0,0,6,6,0,16,1,2,,,0
GER-Bundesliga,2425,Wolfsburg,Lukas Nmecha,GER,FW,25,1998,5.2,1,0,0,7,15,0,6,2,0,,,0
GER-Bundesliga,2425,Wolfsburg,Mads Roerslev,DEN,DF,25,1999,3.3,0,0,0,2,3,0,7,5,8,,,0
GER-Bundesliga,2425,Wolfsburg,Marius Müller,GER,GK,31,1993,5.3,0,0,0,0,0,0,0,0,0,,,0
GER-Bundesliga,2425,Wolfsburg,Mattias Svanberg,SWE,MF,25,1999,13.5,4,0,0,16,22,0,34,15,10,,,0
GER-Bundesliga,2425,Wolfsburg,Maximilian Arnold,GER,MF,30,1994,26.2,7,1,0,30,52,0,153,24,21,,,0
GER-Bundesliga,2425,Wolfsburg,Mohamed Amoura,ALG,"FW,MF",24,2000,27.4,6,0,0,31,20,23,36,9,21,,,0
GER-Bundesliga,2425,Wolfsburg,Patrick Wimmer,AUT,"MF,FW",23,2001,19.7,5,1,0,35,40,6,44,34,33,,,0
GER-Bundesliga,2425,Wolfsburg,Ridle Baku,GER,MF,26,1998,13.0,2,0,0,13,10,1,36,14,16,,,0
GER-Bundesliga,2425,Wolfsburg,Salih Özcan,TUR,MF,26,1998,3.9,0,0,0,5,6,0,8,7,2,,,0
GER-Bundesliga,2425,Wolfsburg,Sebastiaan Bornauw,BEL,DF,25,1999,8.8,2,0,0,12,2,0,1,12,6,,,0
GER-Bundesliga,2425,Wolfsburg,Tiago Tomás,POR,"MF,FW",22,2002,20.9,7,0,0,30,50,6,21,10,19,,,0
GER-Bundesliga,2425,Wolfsburg,Yannick Gerhardt,GER,"MF,DF",30,1994,16.9,5,1,0,20,13,2,23,16,14,,,0
ITA-Serie A,2425,Atalanta,Ademola Lookman,NGA,"MF,FW",26,1997,25.0,4,0,0,31,20,26,123,4,16,,,0
ITA-Serie A,2425,Atalanta,Alberto Manzoni,ITA,MF,19,2005,0.1,0,0,0,1,1,0,0,0,0,,,0
ITA-Serie A,2425,Atalanta,Ben Godfrey,ENG,"DF,MF",26,1998,0.3,0,0,0,1,0,0,0,0,0,,,0
ITA-Serie A,2425,Atalanta,Berat Djimsiti,ALB,DF,31,1993,29.3,6,0,0,23,21,0,11,41,34,,,1
ITA-Serie A,2425,Atalanta,Charles De Ketelaere,BEL,"MF,FW",23,2001,23.0,1,0,0,22,39,2,54,3,9,,,0
ITA-Serie A,2425,Atalanta,Daniel Maldini,ITA,MF,22,2001,2.9,0,0,0,3,7,1,5,2,2,,,0
ITA-Serie A,2425,Atalanta,Davide Zappacosta,ITA,MF,32,1992,23.0,3,0,0,19,14,6,95,10,16,,,0
ITA-Serie A,2425,Atalanta,Federico Cassa,ITA,MF,18,2006,0.2,0,0,0,2,1,0,0,0,0,,,0
ITA-Serie A,2425,Atalanta,Gianluca Scamacca,ITA,FW,25,1999,0.1,0,0,0,0,0,0,0,0,0,,,0
ITA-Serie A,2425,Atalanta,Giorgio Scalvini,ITA,DF,20,2003,3.0,2,0,0,7,1,0,0,5,4,,,0
ITA-Serie A,2425,Atalanta,Ibrahim Sulemana,GHA,MF,21,2003,3.1,1,0,0,2,2,0,0,0,3,,,0
ITA-Serie A,2425,Atalanta,Isak Hien,SWE,DF,25,1999,25.9,10,0,0,36,19,0,1,30,30,,,0
ITA-Serie A,2425,Atalanta,Juan Cuadrado,COL,"MF,FW",36,1988,9.2,3,0,0,9,27,0,56,7,9,,,0
ITA-Serie A,2425,Atalanta,Juan Musso,ARG,GK,30,1994,1.0,0,0,0,0,1,0,0,0,0,,,0
ITA-Serie A,2425,Atalanta,Lazar Samardzic,SRB,MF,22,2002,13.0,3,0,0,19,10,1,60,3,14,,,0
ITA-Serie A,2425,Atalanta,Marco Brescianini,ITA,MF,24,2000,11.0,1,0,0,22,9,2,19,2,11,,,0
ITA-Serie A,2425,Atalanta,Marco Carnesecchi,ITA,GK,24,2000,34.0,1,0,0,0,5,0,0,0,0,,,0
ITA-Serie A,2425,Atalanta,Marco Palestra,ITA,MF,19,2005,2.5,0,0,0,1,10,1,11,1,4,,,0
ITA-Serie A,2425,Atalanta,Mario Pašalić,CRO,MF,29,1995,21.9,1,0,0,19,10,2,11,12,16,,,0
ITA-Serie A,2425,Atalanta,Marten de Roon,NED,"MF,DF",33,1991,34.0,5,0,0,48,23,1,28,48,47,,,0
ITA-Serie A,2425,Atalanta,Mateo Retegui,ITA,FW,25,1999,26.5,3,0,0,32,34,6,14,3,10,,,0
ITA-Serie A,2425,Atalanta,Matteo Ruggeri,ITA,"MF,DF",22,2002,19.5,2,0,0,12,5,2,82,24,24,,,0
ITA-Serie A,2425,Atalanta,Mitchel Bakker,NED,"DF,MF",24,2000,0.2,0,0,0,1,0,0,1,0,0,,,0
ITA-Serie A,2425,Atalanta,Nicolò Zaniolo,ITA,"FW,MF",25,1999,4.0,4,0,0,9,17,0,4,1,0,,,0
ITA-Serie A,2425,Atalanta,Odilon Kossounou,CIV,DF,23,2001,12.5,1,0,0,15,6,1,3,13,10,,,0
ITA-Serie A,2425,Atalanta,Rafael Tolói,ITA,DF,33,1990,5.2,1,0,0,6,2,0,2,7,5,,,0
ITA-Serie A,2425,Atalanta,Raoul Bellanova,ITA,MF,24,2000,26.7,3,0,0,15,33,0,155,19,13,,,0
ITA-Serie A,2425,Atalanta,Rui Patrício,POR,GK,36,1988,3.0,0,0,0,0,0,0,0,0,0,,,0
ITA-Serie A,2425,Atalanta,Sead Kolašinac,BIH,DF,31,1993,21.1,7,0,0,38,20,3,10,27,26,,,1
ITA-Serie A,2425,Atalanta,Stefan Posch,AUT,DF,27,1997,4.3,0,0,0,11,0,0,5,4,11,,,0
ITA-Serie A,2425,Atalanta,Vanja Vlahović,SRB,MF,20,2004,0.7,0,0,0,0,3,0,0,0,1,,,0
ITA-Serie A,2425,Atalanta,Éderson Silva,BRA,MF,25,1999,32.0,5,1,1,31,53,0,23,33,33,,,0
ITA-Serie A,2425,Bologna,Babis Lykogiannis,GRE,DF,30,1993,11.6,3,0,0,10,7,2,105,14,14,,,0
ITA-Serie A,2425,Bologna,Benjamín Domínguez,ARG,MF,20,2003,14.2,0,0,0,10,31,4,11,4,8,,,0
ITA-Serie A,2425,Bologna,Dan Ndoye,SUI,"MF,FW",23,2000,23.8,4,0,0,23,101,13,43,9,20,,,0
ITA-Serie A,2425,Bologna,Davide Calabria,ITA,DF,27,1996,7.0,3,0,0,7,5,0,16,4,7,,,0
ITA-Serie A,2425,Bologna,Emil Holm,SWE,DF,24,2000,12.6,3,0,0,16,24,1,42,9,21,,,0
ITA-Serie A,2425,Bologna,Estanis,ESP,FW,20,2003,0.1,0,0,0,1,0,0,0,0,0,,,0
ITA-Serie A,2425,Bologna,Federico Ravaglia,ITA,GK,24,1999,11.7,0,0,0,0,4,0,0,0,0,,,0
ITA-Serie A,2425,Bologna,Giovanni Fabbian,ITA,MF,21,2003,11.4,2,0,0,21,22,1,8,2,6,,,0
ITA-Serie A,2425,Bologna,Jens Odgaard,DEN,MF,25,1999,21.7,1,0,0,42,44,4,23,10,13,,,0
ITA-Serie A,2425,Bologna,Jesper Karlsson,SWE,"MF,FW",26,1998,3.3,1,0,0,6,4,1,4,0,0,,,0
ITA-Serie A,2425,Bologna,Jhon Lucumí,COL,DF,26,1998,29.0,8,1,0,22,16,0,4,24,29,,,0
ITA-Serie A,2425,Bologna,Juan Miranda,ESP,DF,24,2000,25.3,4,1,0,27,32,2,212,23,20,,,0
ITA-Serie A,2425,Bologna,Kacper Urbanski,POL,MF,19,2004,2.7,2,0,0,5,3,0,8,2,2,,,0
ITA-Serie A,2425,Bologna,Lewis Ferguson,SCO,MF,24,1999,10.9,0,0,0,26,20,1,17,4,15,,,0
ITA-Serie A,2425,Bologna,Lorenzo De Silvestri,ITA,DF,36,1988,11.8,1,0,0,17,8,1,23,9,6,,,0
ITA-Serie A,2425,Bologna,Martin Erlić,CRO,DF,26,1998,3.7,0,0,0,7,7,0,0,2,0,,,0
ITA-Serie A,2425,Bologna,Michel Aebischer,SUI,MF,27,1997,8.0,2,0,0,16,16,0,13,7,13,,,0
ITA-Serie A,2425,Bologna,Nicolò Cambiaghi,ITA,"MF,FW",23,2000,6.9,0,0,0,9,34,0,47,1,8,,,0
ITA-Serie A,2425,Bologna,Nicolò Casale,ITA,DF,26,1998,10.0,1,0,0,23,8,0,0,20,4,,,1
ITA-Serie A,2425,Bologna,Nikola Moro,CRO,MF,26,1998,13.4,1,0,0,22,9,0,33,12,27,,,0
ITA-Serie A,2425,Bologna,Oussama El Azzouzi,MAR,MF,23,2001,0.2,0,0,0,0,2,0,0,2,0,,,0
ITA-Serie A,2425,Bologna,Remo Freuler,SUI,MF,32,1992,35.6,6,0,0,47,18,1,20,41,40,,,0
ITA-Serie A,2425,Bologna,Riccardo Orsolini,ITA,"MF,FW",27,1997,20.9,2,0,0,27,46,12,70,9,14,,,0
ITA-Serie A,2425,Bologna,Sam Beukema,NED,DF,25,1998,33.5,1,0,0,28,36,2,8,30,28,,,0
ITA-Serie A,2425,Bologna,Samuel Iling-Junior,ENG,MF,20,2003,1.3,0,0,0,2,1,0,9,2,2,,,0
ITA-Serie A,2425,Bologna,Santiago Castro,ARG,FW,19,2004,25.5,7,0,0,49,53,9,9,3,10,,,1
ITA-Serie A,2425,Bologna,Stefan Posch,AUT,DF,27,1997,7.9,1,0,0,16,17,1,18,5,14,,,0
ITA-Serie A,2425,Bologna,Thijs Dallinga,NED,FW,23,2000,12.8,1,0,0,24,17,8,2,1,6,,,0
ITA-Serie A,2425,Bologna,Tommaso Pobega,ITA,MF,25,1999,13.1,6,2,1,33,14,0,8,15,20,,,0
ITA-Serie A,2425,Bologna,Łukasz Skorupski,POL,GK,33,1991,26.3,1,0,0,1,4,0,0,1,0,,,0
ITA-Serie A,2425,Cagliari,Adam Obert,SVK,"DF,MF",21,2002,12.0,4,0,0,22,7,0,10,21,17,,,0
ITA-Serie A,2425,Cagliari,Alen Sherri,ALB,GK,26,1997,6.9,0,0,0,0,0,0,0,1,0,,,0
ITA-Serie A,2425,Cagliari,Alessandro Deiola,ITA,MF,28,1995,15.9,6,0,0,32,11,0,14,13,20,,,0
ITA-Serie A,2425,Cagliari,Antoine Makoumbou,CGO,MF,26,1998,23.9,4,1,1,27,15,0,7,17,22,,,0
ITA-Serie A,2425,Cagliari,Elia Caprile,ITA,GK,22,2001,18.0,0,0,0,0,6,0,0,0,0,,,0
ITA-Serie A,2425,Cagliari,Florinel Coman,ROU,"MF,FW",26,1998,2.9,2,0,0,8,9,0,2,1,3,,,0
ITA-Serie A,2425,Cagliari,Gabriele Zappa,ITA,DF,24,1999,34.0,4,0,0,25,18,0,73,22,25,,,0
ITA-Serie A,2425,Cagliari,Gianluca Gaetano,ITA,"MF,FW",24,2000,11.2,0,0,0,16,13,4,23,7,8,,,0
ITA-Serie A,2425,Cagliari,Gianluca Lapadula,PER,FW,34,1990,3.4,1,0,0,9,1,1,3,0,0,,,0
ITA-Serie A,2425,Cagliari,Giuseppe Ciocci,ITA,GK,22,2002,0.1,0,0,0,0,1,0,0,0,0,,,0
ITA-Serie A,2425,Cagliari,José Luis Palomino,ARG,DF,34,1990,12.0,3,0,0,11,2,0,0,21,17,,,0
ITA-Serie A,2425,Cagliari,Kingstone Mutandwa,ZAM,FW,21,2003,1.4,0,0,0,7,1,0,1,0,0,,,0
ITA-Serie A,2425,Cagliari,Leonardo Pavoletti,ITA,FW,35,1988,4.9,5,0,0,25,7,7,0,0,0,,,0
ITA-Serie A,2425,Cagliari,Mateusz Wieteska,POL,DF,27,1997,2.0,1,0,0,4,0,0,0,7,0,,,0
ITA-Serie A,2425,Cagliari,Matteo Prati,ITA,MF,20,2003,6.3,1,0,0,8,6,0,5,7,4,,,0
ITA-Serie A,2425,Cagliari,Mattia Felici,ITA,MF,23,2001,10.3,1,0,0,18,17,4,25,5,13,,,0
ITA-Serie A,2425,Cagliari,Michel Ndary Adopo,FRA,MF,24,2000,26.8,5,1,1,29,16,0,8,26,34,,,0
ITA-Serie A,2425,Cagliari,Nadir Zortea,ITA,MF,25,1999,30.1,2,0,0,33,22,1,119,19,13,,,0
ITA-Serie A,2425,Cagliari,Nicola Pintus,ITA,DF,19,2005,0.0,0,0,0,0,0,0,0,0,0,,,0
ITA-Serie A,2425,Cagliari,Nicolas Viola,ITA,"MF,FW",34,1989,14.1,2,0,0,20,34,8,80,3,7,,,0
ITA-Serie A,2425,Cagliari,Paulo Azzi,BRA,MF,30,1994,4.7,2,0,0,5,3,0,22,4,9,,,0
ITA-Serie A,2425,Cagliari,Roberto Piccoli,ITA,FW,23,2001,34.7,6,0,0,60,54,23,8,3,10,,,0
ITA-Serie A,2425,Cagliari,Răzvan Marin,ROU,MF,28,1996,15.6,4,0,0,25,13,0,77,2,14,,,0
ITA-Serie A,2425,Cagliari,Sebastiano Luperto,ITA,DF,27,1996,36.0,4,0,0,23,20,1,8,30,28,,,0
ITA-Serie A,2425,Cagliari,Simone Scuffet,ITA,GK,28,1996,13.0,0,0,0,0,1,0,0,0,0,,,0
ITA-Serie A,2425,Cagliari,Tommaso Augello,ITA,"MF,DF",29,1994,30.1,3,0,0,15,11,3,208,14,27,,,0
ITA-Serie A,2425,Cagliari,Yerry Mina,COL,DF,29,1994,28.5,6,1,1,40,57,2,1,39,34,,,0
ITA-Serie A,2425,Cagliari,Zito Luvumbo,ANG,"FW,MF",22,2002,17.8,2,0,0,38,51,11,65,4,7,,,0
ITA-Serie A,2425,Como,Alberto Cerri,ITA,FW,28,1996,1.0,0,0,0,3,1,2,0,0,0,,,0
ITA-Serie A,2425,Como,Alberto Dossena,ITA,DF,25,1998,20.3,1,1,0,22,16,0,1,22,20,,,0
ITA-Serie A,2425,Como,Alberto Moreno,ESP,DF,32,1992,19.2,4,0,0,17,14,1,49,13,13,,,0
ITA-Serie A,2425,Como,Alessandro Gabrielloni,ITA,FW,30,1994,1.6,1,0,0,6,4,1,1,0,0,,,0
ITA-Serie A,2425,Como,Alessio Iovine,ITA,DF,33,1991,4.3,2,0,0,5,6,0,17,3,2,,,0
ITA-Serie A,2425,Como,Ali Jasim,IRQ,MF,20,2004,0.1,0,0,0,1,0,0,1,0,0,,,0
ITA-Serie A,2425,Como,Alieu Fadera,GAM,MF,22,2001,18.3,2,1,0,40,50,14,39,12,47,,,0
ITA-Serie A,2425,Como,Anastasios Douvikas,GRE,FW,24,1999,6.4,1,0,0,13,17,1,2,1,2,,,0
ITA-Serie A,2425,Como,Andrea Belotti,ITA,FW,30,1993,6.6,1,0,0,9,19,5,5,1,5,,,0
ITA-Serie A,2425,Como,Assane Diao,SEN,"MF,FW",18,2005,13.9,2,0,0,20,49,6,12,2,14,,,0
ITA-Serie A,2425,Como,Ben Lhassine Kone,CIV,MF,24,2000,0.6,1,0,0,1,1,0,0,1,2,,,0
ITA-Serie A,2425,Como,Daniele Baselli,ITA,MF,32,1992,0.2,0,0,0,0,1,0,0,1,0,,,0
ITA-Serie A,2425,Como,Dele Alli,ENG,"FW,MF",28,1996,0.1,0,1,0,1,0,0,0,0,0,,,0
ITA-Serie A,2425,Como,Edoardo Goldaniga,ITA,DF,30,1993,28.1,12,1,1,44,36,4,9,31,21,,,0
ITA-Serie A,2425,Como,Emil Audero,IDN,GK,27,1997,8.0,0,0,0,0,1,0,0,0,0,,,0
ITA-Serie A,2425,Como,Federico Barba,ITA,DF,30,1993,4.8,0,0,0,3,1,0,3,4,2,,,0
ITA-Serie A,2425,Como,Fellipe Jack,BRA,DF,18,2006,1.9,2,0,0,5,1,0,0,4,4,,,0
ITA-Serie A,2425,Como,Gabriel Strefezza,BRA,"MF,FW",27,1997,29.1,5,0,0,46,71,2,124,13,38,,,0
ITA-Serie A,2425,Como,Ignace Van Der Brempt,BEL,DF,22,2002,14.0,3,0,0,21,15,0,20,16,30,,,0
ITA-Serie A,2425,Como,Ivan Smolčić,CRO,DF,23,2000,7.0,2,0,0,11,5,0,4,10,9,,,0
ITA-Serie A,2425,Como,Jean Butez,FRA,GK,29,1995,18.5,0,0,0,1,2,0,0,0,0,,,0
ITA-Serie A,2425,Como,Jonathan Ikone,FRA,"MF,FW",26,1998,6.0,1,0,0,3,7,2,1,0,9,,,0
ITA-Serie A,2425,Como,Luca Mazzitelli,ITA,MF,28,1995,3.7,1,0,0,8,4,0,12,3,7,,,0
ITA-Serie A,2425,Como,Lucas Da Cunha,FRA,MF,23,2001,29.0,4,0,0,21,29,1,101,16,26,,,0
ITA-Serie A,2425,Como,Marc-Oliver Kempf,GER,DF,29,1995,29.1,6,1,1,21,20,0,4,29,21,,,0
ITA-Serie A,2425,Como,Marco Sala,ITA,DF,25,1999,2.9,3,0,0,5,1,0,9,1,7,,,0
ITA-Serie A,2425,Como,Matthias Braunöder,AUT,MF,22,2002,3.0,3,1,1,10,5,0,0,2,4,,,0
ITA-Serie A,2425,Como,Maxence Caqueret,FRA,MF,24,2000,12.1,4,0,0,17,11,1,16,6,20,,,0
ITA-Serie A,2425,Como,Máximo Perrone,ARG,MF,21,2003,20.6,6,0,0,26,13,0,4,20,26,,,0
ITA-Serie A,2425,Como,Mërgim Vojvoda,KVX,DF,29,1995,8.0,2,0,0,8,2,1,26,4,6,,,0
ITA-Serie A,2425,Como,Nicolás Paz,ARG,"MF,FW",19,2004,29.9,6,0,0,47,33,2,42,20,32,,,0
ITA-Serie A,2425,Como,Oliver Abildgaard,DEN,"DF,MF",28,1996,0.1,0,0,0,0,1,0,0,0,0,,,0
ITA-Serie A,2425,Como,Patrick Cutrone,ITA,FW,26,1998,22.7,1,0,0,23,28,20,30,5,9,,,0
ITA-Serie A,2425,Como,Pepe Reina,ESP,GK,41,1982,11.5,0,1,0,1,1,0,0,0,0,,,0
ITA-Serie A,2425,Como,Sergi Roberto,ESP,MF,32,1992,7.7,4,0,0,7,14,0,6,9,10,,,0
ITA-Serie A,2425,Como,Simone Verdi,ITA,"FW,MF",32,1992,1.3,1,0,0,1,1,0,13,0,2,,,0
ITA-Serie A,2425,Como,Yannik Engelhardt,GER,"MF,DF",23,2001,12.9,4,0,0,22,20,1,1,13,14,,,0
ITA-Serie A,2425,Como,Álex Valle,ESP,DF,20,2004,11.4,2,0,0,14,18,1,15,6,11,,,0
ITA-Serie A,2425,Empoli,Alberto Grassi,ITA,MF,29,1995,24.5,8,0,0,28,34,1,11,32,20,,,0
ITA-Serie A,2425,Empoli,Ardian Ismajli,ALB,DF,27,1996,27.9,3,0,0,21,29,0,0,53,21,,,0
ITA-Serie A,2425,Empoli,Christian Kouamé,CIV,"FW,MF",26,1997,5.6,0,0,0,7,15,2,2,0,4,,,0
ITA-Serie A,2425,Empoli,Devis Vásquez,COL,GK,26,1998,32.0,2,0,0,1,4,0,1,0,0,,,0
ITA-Serie A,2425,Empoli,Emmanuel Ekong,SWE,FW,22,2002,2.1,1,0,0,3,5,1,0,1,3,,,0
ITA-Serie A,2425,Empoli,Emmanuel Gyasi,GHA,MF,30,1994,35.7,5,0,0,56,21,14,37,12,29,,,1
ITA-Serie A,2425,Empoli,Faustino Anjorin,ENG,MF,22,2001,12.4,3,0,0,24,19,0,17,13,15,,,0
ITA-Serie A,2425,Empoli,Francesco Caputo,ITA,FW,36,1987,0.1,0,0,0,0,0,0,0,0,0,,,0
ITA-Serie A,2425,Empoli,Giuseppe Pezzella,ITA,MF,26,1997,32.0,7,0,0,48,33,6,177,16,32,,,0
ITA-Serie A,2425,Empoli,Ismael Konate,ITA,FW,18,2006,1.3,0,0,0,5,2,0,1,0,2,,,0
ITA-Serie A,2425,Empoli,Jacopo Bacci,ITA,MF,19,2005,0.3,0,0,0,0,1,0,0,1,0,,,0
ITA-Serie A,2425,Empoli,Jacopo Fazzini,ITA,MF,21,2003,15.4,1,1,0,23,32,4,32,7,19,,,0
ITA-Serie A,2425,Empoli,Jacopo Seghetti,ITA,GK,19,2005,1.0,0,0,0,0,0,0,0,0,0,,,0
ITA-Serie A,2425,Empoli,Junior Sambia,CTA,MF,27,1996,4.3,0,0,0,5,9,0,28,3,10,,,0
ITA-Serie A,2425,Empoli,Liam Henderson,SCO,MF,28,1996,26.0,10,0,0,83,23,2,97,15,22,,,0
ITA-Serie A,2425,Empoli,Liberato Cacace,NZL,"MF,DF",23,2000,24.8,6,0,0,27,17,5,103,22,27,,,0
ITA-Serie A,2425,Empoli,Lorenzo Colombo,ITA,"FW,MF",22,2002,24.8,5,1,1,46,41,6,10,3,15,,,0
ITA-Serie A,2425,Empoli,Lorenzo Tosto,ITA,DF,18,2006,0.0,0,0,0,0,0,0,0,0,0,,,0
ITA-Serie A,2425,Empoli,Luca Marianucci,ITA,DF,20,2004,11.9,0,1,0,11,5,0,6,21,12,,,0
ITA-Serie A,2425,Empoli,Marco Silvestri,ITA,GK,33,1991,5.0,0,0,0,0,0,0,0,0,0,,,0
ITA-Serie A,2425,Empoli,Mattia De Sciglio,ITA,DF,31,1992,8.5,0,0,0,8,5,0,7,10,13,,,0
ITA-Serie A,2425,Empoli,Mattia Viti,ITA,DF,22,2002,28.6,3,0,0,29,29,1,0,45,42,,,0
ITA-Serie A,2425,Empoli,Nicolas Haas,SUI,MF,28,1996,3.2,1,0,0,11,3,0,0,3,8,,,0
ITA-Serie A,2425,Empoli,Ola Solbakken,NOR,"MF,FW",25,1998,8.4,2,0,0,8,2,2,7,3,3,,,0
ITA-Serie A,2425,Empoli,Petar Stojanović,SVN,"DF,MF",28,1995,0.0,0,0,0,0,0,0,0,0,0,,,0
ITA-Serie A,2425,Empoli,Pietro Pellegri,ITA,FW,23,2001,4.6,2,0,0,10,5,1,3,0,2,,,0
ITA-Serie A,2425,Empoli,Saba Goglichidze,GEO,DF,20,2004,28.2,3,1,0,27,34,1,5,33,41,,,0
ITA-Serie A,2425,Empoli,Sebastian Walukiewicz,POL,DF,24,2000,2.0,0,0,0,4,0,0,2,1,0,,,0
ITA-Serie A,2425,Empoli,Sebastiano Esposito,ITA,"FW,MF",22,2002,25.9,1,0,0,47,56,10,55,11,29,,,0
ITA-Serie A,2425,Empoli,Szymon Żurkowski,POL,MF,26,1997,1.2,0,0,0,2,1,0,0,1,4,,,0
ITA-Serie A,2425,Empoli,Thomas Campaniello,ITA,FW,16,2008,0.3,0,0,0,0,1,0,0,0,0,,,0
ITA-Serie A,2425,Empoli,Tyronne Ebuehi,NGA,DF,28,1995,0.8,0,0,0,0,2,0,2,2,2,,,0
ITA-Serie A,2425,Empoli,Viktor Kovalenko,UKR,MF,28,1996,0.9,0,0,0,2,2,0,1,0,1,,,0
ITA-Serie A,2425,Empoli,Youssef Maleh,MAR,MF,25,1998,16.8,5,1,1,32,29,1,16,14,24,,,0
ITA-Serie A,2425,Fiorentina,Albert Guðmundsson,ISL,"FW,MF",27,1997,14.1,2,0,0,13,18,3,24,6,5,,,0
ITA-Serie A,2425,Fiorentina,Alessandro Bianco,ITA,MF,21,2002,0.2,0,0,0,0,0,0,0,0,0,,,0
ITA-Serie A,2425,Fiorentina,Amir Richardson,MAR,MF,22,2002,12.2,6,0,0,31,19,1,5,5,12,,,0
ITA-Serie A,2425,Fiorentina,Andrea Colpani,ITA,MF,25,1999,16.1,1,0,0,22,24,1,33,9,8,,,0
ITA-Serie A,2425,Fiorentina,Antonín Barák,CZE,MF,29,1994,0.6,0,0,0,0,0,0,1,0,0,,,0
ITA-Serie A,2425,Fiorentina,Cher Ndour,ITA,MF,20,2004,4.5,1,0,0,6,6,0,7,2,1,,,0
ITA-Serie A,2425,Fiorentina,Christian Kouamé,CIV,"MF,FW",26,1997,6.9,1,0,0,13,14,2,6,1,8,,,0
ITA-Serie A,2425,Fiorentina,Cristiano Biraghi,ITA,"DF,MF",31,1992,4.8,1,0,0,4,7,0,30,4,4,,,0
ITA-Serie A,2425,Fiorentina,Danilo Cataldi,ITA,MF,29,1994,19.2,1,0,0,15,22,0,21,23,18,,,0
ITA-Serie A,2425,Fiorentina,David de Gea,ESP,GK,33,1990,35.0,1,0,0,0,2,0,0,0,0,,,0
ITA-Serie A,2425,Fiorentina,Dodô,BRA,"DF,MF",25,1998,34.6,8,0,0,23,62,3,143,36,29,,,0
ITA-Serie A,2425,Fiorentina,Edoardo Bove,ITA,MF,22,2002,9.5,3,0,0,16,21,0,2,6,16,,,0
ITA-Serie A,2425,Fiorentina,Fabiano Parisi,ITA,"MF,DF",23,2000,12.5,3,0,0,17,28,0,13,17,17,,,0
ITA-Serie A,2425,Fiorentina,Jonathan Ikone,FRA,MF,26,1998,3.7,0,0,0,3,7,0,1,1,2,,,0
ITA-Serie A,2425,Fiorentina,Luca Ranieri,ITA,DF,25,1999,34.1,7,0,0,25,23,1,8,28,25,,,0
ITA-Serie A,2425,Fiorentina,Lucas Beltrán,ARG,"MF,FW",23,2001,21.7,6,0,0,32,50,4,7,5,11,,,0
ITA-Serie A,2425,Fiorentina,Lucas Martínez Quarta,ARG,DF,28,1996,3.9,1,0,0,8,2,0,0,1,7,,,0
ITA-Serie A,2425,Fiorentina,Maat Daniel Caprini,ITA,FW,18,2006,0.1,0,0,0,0,0,1,0,0,0,,,0
ITA-Serie A,2425,Fiorentina,Marin Pongračić,CRO,DF,26,1997,15.2,3,1,1,26,7,0,1,12,12,,,1
ITA-Serie A,2425,Fiorentina,Matias Moreno,ARG,DF,20,2003,1.6,0,0,0,4,0,0,2,1,8,,,0
ITA-Serie A,2425,Fiorentina,Michael Folorunsho,ITA,MF,26,1998,7.2,5,0,0,16,23,0,22,4,13,,,0
ITA-Serie A,2425,Fiorentina,Michael Kayode,ITA,DF,20,2004,1.4,0,0,0,1,2,0,6,2,1,,,0
ITA-Serie A,2425,Fiorentina,Moise Kean,ITA,FW,24,2000,30.0,6,0,0,41,52,57,9,6,5,,,0
ITA-Serie A,2425,Fiorentina,Nicolò Fagioli,ITA,MF,23,2001,10.7,0,0,0,8,14,0,27,5,10,,,0
ITA-Serie A,2425,Fiorentina,Nicolò Zaniolo,ITA,"FW,MF",25,1999,3.8,2,1,0,11,15,3,4,0,1,,,0
ITA-Serie A,2425,Fiorentina,Pablo Marí,ESP,DF,30,1993,12.2,2,0,0,14,5,0,0,25,10,,,0
ITA-Serie A,2425,Fiorentina,Pietro Comuzzo,ITA,DF,19,2005,24.4,5,0,0,25,12,0,3,27,19,,,0
ITA-Serie A,2425,Fiorentina,Pietro Terracciano,ITA,GK,34,1990,3.0,0,0,0,0,0,0,0,0,0,,,0
ITA-Serie A,2425,Fiorentina,Riccardo Sottil,ITA,MF,25,1999,9.3,1,0,0,7,33,1,41,5,4,,,0
